Rank,Pokemon,USG%,Raw,Raw%,Real,Real%
61,Ribombee,2.43879,52369,2.532,48636,2.959
62,Serperior,2.40769,64240,3.106,49704,3.024
63,Weavile,2.38675,48179,2.329,37993,2.312
64,Lokix,2.38617,47472,2.295,38874,2.365
65,Iron Hands,2.34844,44831,2.167,35159,2.139
66,Sinistcha,2.15000,39979,1.933,31264,1.902
67,Hydreigon,2.14139,41448,2.004,33387,2.032
68,Latios,2.13525,39649,1.917,31026,1.888
69,Blaziken,2.01186,62654,3.029,46499,2.829
70,Greninja,1.92893,55841,2.700,43873,2.670
71,Rotom-Wash,1.92304,57290,2.770,49100,2.988
72,Skeledirge,1.88333,49857,2.410,38063,2.316
73,Venusaur,1.86199,44797,2.166,35323,2.149
74,Grimmsnarl,1.77172,45849,2.217,40555,2.468
75,Goodra-Hisui,1.71607,38520,1.862,31864,1.939
76,Cresselia,1.69194,27942,1.351,21892,1.332
77,Skarmory,1.55318,34879,1.686,29998,1.825
78,Moltres-Galar,1.54774,30287,1.464,22657,1.379
79,Quaquaval,1.48505,39934,1.931,31173,1.897
80,Keldeo,1.34080,23238,1.123,19021,1.157
81,Overqwil,1.33579,23027,1.113,18645,1.135
82,Latias,1.29469,23505,1.136,17844,1.086
83,Slither Wing,1.25587,26055,1.260,20966,1.276
84,Hawlucha,1.23873,25615,1.238,18628,1.133
85,Arcanine-Hisui,1.12405,29564,1.429,22944,1.396
86,Thundurus-Therian,1.05467,24780,1.198,19574,1.191
87,Zoroark-Hisui,1.04314,29327,1.418,11871,0.722
88,Manaphy,1.02352,19265,0.931,14796,0.900
89,Mandibuzz,1.00203,20093,0.971,16486,1.003
90,Polteageist,0.92215,26368,1.275,19384,1.179
91,Lilligant-Hisui,0.90791,22406,1.083,17198,1.046
92,Indeedee,0.90571,18070,0.874,15568,0.947
93,Iron Boulder,0.89563,18087,0.874,12715,0.774
94,Maushold,0.89004,25169,1.217,18750,1.141
95,Porygon2,0.87931,20406,0.987,16587,1.009
96,Okidogi,0.87203,16895,0.817,13619,0.829
97,Kingdra,0.85203,21828,1.055,16825,1.024
98,Sandy Shocks,0.83797,19257,0.931,16204,0.986
99,Iron Jugulis,0.78350,14614,0.706,11247,0.684
100,Mimikyu,0.77004,27658,1.337,20611,1.254
101,Kommo-o,0.76703,21383,1.034,15770,0.960
102,Azumarill,0.75686,23492,1.136,18830,1.146
103,Comfey,0.71712,16230,0.785,12059,0.734
104,Zapdos-Galar,0.71075,15450,0.747,12512,0.761
105,Gengar,0.70872,30314,1.466,22898,1.393
106,Chesnaught,0.68651,12615,0.610,10172,0.619
107,Magnezone,0.67355,16857,0.815,13280,0.808
108,Incineroar,0.65958,26394,1.276,21424,1.304
109,Metagross,0.63300,24938,1.206,19673,1.197
110,Empoleon,0.61051,18202,0.880,14751,0.898
111,Mamoswine,0.58568,14231,0.688,11581,0.705
112,Armarouge,0.57606,15499,0.749,11398,0.694
113,Ditto,0.56909,16431,0.794,11837,0.720
114,Salamence,0.56453,18750,0.906,14309,0.871
115,Slowking,0.55368,12886,0.623,10643,0.648
116,Talonflame,0.54909,16629,0.804,12830,0.781
117,Gyarados,0.54843,21241,1.027,17000,1.034
118,Kleavor,0.53861,15927,0.770,13610,0.828
119,Toxicroak,0.53500,11660,0.564,9199,0.560
120,Conkeldurr,0.53400,16472,0.796,13032,0.793
121,Haxorus,0.53189,18698,0.904,13391,0.815
122,Fezandipiti,0.52200,11065,0.535,9062,0.551
123,Amoonguss,0.50983,15034,0.727,11419,0.695
124,Cloyster,0.49115,18392,0.889,13893,0.845
125,Umbreon,0.48096,17948,0.868,13515,0.822
126,Charizard,0.47000,20836,1.007,15564,0.947
127,Gardevoir,0.46667,16003,0.774,11997,0.730
128,Blastoise,0.44824,19375,0.937,14842,0.903
129,Crawdaunt,0.43765,9904,0.479,7938,0.483
130,Basculegion,0.43649,11385,0.550,8693,0.529
131,Mew,0.43250,13154,0.636,10357,0.630
132,Forretress,0.42728,15287,0.739,13297,0.809
133,Porygon-Z,0.41277,13863,0.670,10589,0.644
134,Galvantula,0.41167,19799,0.957,17450,1.062
135,Jolteon,0.40413,14503,0.701,11166,0.679
136,Muk-Alola,0.40242,10736,0.519,8918,0.543
137,Zarude,0.39366,8073,0.390,6396,0.389
138,Milotic,0.38793,15735,0.761,12169,0.740
139,Whimsicott,0.38641,12703,0.614,10074,0.613
140,Pincurchin,0.38258,8201,0.396,7546,0.459
141,Espeon,0.37552,15696,0.759,11991,0.730
142,Jirachi,0.36472,13153,0.636,10242,0.623
143,Frosmoth,0.36318,8712,0.421,6527,0.397
144,Salazzle,0.35816,13048,0.631,9818,0.597
145,Reuniclus,0.35612,10168,0.492,7489,0.456
146,Gallade,0.35597,11755,0.568,8789,0.535
147,Pawmot,0.34721,9321,0.451,6749,0.411
148,Swampert,0.34133,14481,0.700,12205,0.743
149,Regidrago,0.33184,11291,0.546,8191,0.498
150,Gastrodon,0.32953,12980,0.628,10313,0.628
151,Breloom,0.32721,13027,0.630,9841,0.599
152,Scovillain,0.30674,6742,0.326,4982,0.303
153,Thundurus,0.30668,7687,0.372,6221,0.379
154,Chansey,0.30590,9715,0.470,7199,0.438
155,Chandelure,0.30539,14311,0.692,10334,0.629
156,Bisharp,0.29944,10598,0.512,7990,0.486
157,Sylveon,0.29517,11801,0.571,8673,0.528
158,Hippowdon,0.29305,9672,0.468,8322,0.506
159,Braviary-Hisui,0.29147,8052,0.389,6341,0.386
160,Typhlosion-Hisui,0.28261,9425,0.456,6797,0.414
161,Cetitan,0.28080,7226,0.349,5622,0.342
162,Drifblim,0.27693,6630,0.321,5059,0.308
163,Klefki,0.27488,8052,0.389,7093,0.432
164,Enamorus-Therian,0.26912,5089,0.246,3930,0.239
165,Lucario,0.26325,14435,0.698,10808,0.658
166,Deoxys-Defense,0.26263,8722,0.422,6775,0.412
167,Azelf,0.26035,6215,0.300,5473,0.333
168,Slowbro,0.25747,7216,0.349,5741,0.349
169,Tentacruel,0.25738,10770,0.521,8612,0.524
170,Bronzong,0.25461,7264,0.351,6164,0.375
171,Sableye,0.25387,10741,0.519,8542,0.520
172,Snorlax,0.25314,11968,0.579,9209,0.560
173,Kilowattrel,0.24902,9949,0.481,8046,0.490
174,Basculegion-F,0.24410,5783,0.280,4373,0.266
175,Smeargle,0.24265,8268,0.400,7186,0.437
176,Rotom-Heat,0.23338,8420,0.407,7000,0.426
177,Infernape,0.23043,11472,0.555,8625,0.525
178,Necrozma,0.22487,5493,0.266,4264,0.259
179,Scream Tail,0.22204,6020,0.291,4881,0.297
180,Torterra,0.22150,10159,0.491,7762,0.472
181,Suicune,0.22047,5892,0.285,4431,0.270
182,Entei,0.21970,5255,0.254,3985,0.242
183,Krookodile,0.21759,10639,0.514,8249,0.502
184,Politoed,0.21578,11337,0.548,9813,0.597
185,Ludicolo,0.20860,5909,0.286,4528,0.276
186,Diancie,0.20674,6538,0.316,5134,0.312
187,Vileplume,0.20442,6765,0.327,5425,0.330
188,Vaporeon,0.20365,8414,0.407,6474,0.394
189,Wo-Chien,0.20328,5662,0.274,4427,0.269
190,Toxtricity,0.20245,9425,0.456,7145,0.435
191,Iron Leaves,0.19224,4186,0.202,3089,0.188
192,Cyclizar,0.19196,7540,0.365,5467,0.333
193,Donphan,0.18929,8151,0.394,6396,0.389
194,Glastrier,0.18682,4667,0.226,3546,0.216
195,Staraptor,0.18412,8521,0.412,6760,0.411
196,Flamigo,0.17967,4658,0.225,3642,0.222
197,Grafaiai,0.17912,7632,0.369,6200,0.377
198,Lycanroc-Dusk,0.17610,6648,0.321,5332,0.324
199,Leavanny,0.17411,5664,0.274,4800,0.292
200,Farigiraf,0.17231,3930,0.190,3010,0.183
201,Slowbro-Galar,0.17166,5481,0.265,4202,0.256
202,Ambipom,0.16724,8680,0.420,7122,0.433
203,Quagsire,0.16624,8910,0.431,6755,0.411
204,Yanmega,0.16491,5898,0.285,4443,0.270
205,Iron Thorns,0.16019,3539,0.171,2656,0.162
206,Vikavolt,0.15927,6290,0.304,5336,0.325
207,Beartic,0.15660,4505,0.218,3449,0.210
208,Cobalion,0.15596,3950,0.191,3269,0.199
209,Mienshao,0.15324,6330,0.306,5002,0.304
210,Meloetta,0.15259,4010,0.194,3063,0.186
211,Toucannon,0.15226,3633,0.176,3063,0.186
212,Arcanine,0.15165,6673,0.323,5021,0.306
213,Feraligatr,0.14890,7683,0.371,5750,0.350
214,Revavroom,0.14727,4825,0.233,3647,0.222
215,Cinccino,0.14565,6313,0.305,4871,0.296
216,Raikou,0.14466,4431,0.214,3393,0.206
217,Brambleghast,0.14430,4709,0.228,3646,0.222
218,Leafeon,0.14390,4634,0.224,3548,0.216
219,Bellibolt,0.13528,4276,0.207,3422,0.208
220,Poliwrath,0.13476,3763,0.182,2908,0.177
221,Hitmonlee,0.13438,5953,0.288,4282,0.261
222,Noivern,0.13392,8162,0.395,6245,0.380
223,Articuno-Galar,0.13383,3156,0.153,2294,0.140
224,Arboliva,0.13217,4743,0.229,3680,0.224
225,Houndstone,0.13093,3615,0.175,2831,0.172
226,Rabsca,0.12719,3037,0.147,2174,0.132
227,Inteleon,0.12674,7226,0.349,5538,0.337
228,Cryogonal,0.12543,4926,0.238,3770,0.229
229,Tsareena,0.12514,6447,0.312,4873,0.297
230,Sceptile,0.12436,8644,0.418,6467,0.394
231,Houndoom,0.12377,4119,0.199,3171,0.193
232,Avalugg,0.12359,4155,0.201,3208,0.195
233,Goodra,0.12226,5584,0.270,4414,0.269
234,Dudunsparce,0.11634,3933,0.190,3173,0.193
235,Primeape,0.11093,3970,0.192,3060,0.186
236,Dusclops,0.10959,4423,0.214,3562,0.217
237,Dragalge,0.10678,4399,0.213,3432,0.209
238,Golduck,0.10656,2371,0.115,1796,0.109
239,Abomasnow,0.10504,4013,0.194,3394,0.207
240,Articuno,0.10458,2591,0.125,2084,0.127
241,Drednaw,0.10414,3401,0.164,2512,0.153
242,Regice,0.10371,4661,0.225,3448,0.210
243,Decidueye-Hisui,0.10356,3772,0.182,2951,0.180
244,Minior,0.10298,4233,0.205,3186,0.194
245,Golem-Alola,0.10220,3545,0.171,2746,0.167
246,Heracross,0.09993,5438,0.263,3902,0.237
247,Flygon,0.09893,4668,0.226,3592,0.219
248,Electivire,0.09844,6576,0.318,4837,0.294
249,Scyther,0.09800,4496,0.217,3470,0.211
250,Hitmontop,0.09766,4590,0.222,3703,0.225
251,Floatzel,0.09561,3689,0.178,2833,0.172
252,Electrode-Hisui,0.09234,4492,0.217,3585,0.218
253,Sandslash-Alola,0.09227,3699,0.179,2801,0.170
254,Froslass,0.08922,4948,0.239,4090,0.249
255,Exeggutor-Alola,0.08874,2374,0.115,1844,0.112
256,Spiritomb,0.08620,3765,0.182,2963,0.180
257,Uxie,0.08602,2829,0.137,2554,0.155
258,Glaceon,0.08587,3628,0.175,2689,0.164
259,Mudsdale,0.08431,3844,0.186,3097,0.188
260,Orthworm,0.08376,3743,0.181,3065,0.186
261,Komala,0.08199,3585,0.173,2609,0.159
262,Malamar,0.08182,5336,0.258,3743,0.228
263,Lilligant,0.08176,2260,0.109,1668,0.101
264,Indeedee-F,0.08152,2979,0.144,2542,0.155
265,Golurk,0.08099,3786,0.183,2984,0.182
266,Rhyperior,0.08064,3446,0.167,2616,0.159
267,Mabosstiff,0.08005,1936,0.094,1498,0.091
268,Eelektross,0.07884,4886,0.236,3747,0.228
269,Toedscruel,0.07864,2450,0.118,1921,0.117
270,Scrafty,0.07739,4804,0.232,3712,0.226
271,Lapras,0.07699,5081,0.246,3914,0.238
272,Veluza,0.07595,2283,0.110,1762,0.107
273,Decidueye,0.07339,4186,0.202,3174,0.193
274,Registeel,0.07309,4048,0.196,3169,0.193
275,Zoroark,0.07304,3284,0.159,1435,0.087
276,Pikachu,0.07294,5441,0.263,4060,0.247
277,Raichu-Alola,0.07249,3201,0.155,2418,0.147
278,Palossand,0.07110,1811,0.088,1399,0.085
279,Tornadus,0.06955,2566,0.124,2022,0.123
280,Florges,0.06858,3191,0.154,2304,0.140
281,Munkidori,0.06801,2888,0.140,2432,0.148
282,Brute Bonnet,0.06755,2057,0.099,1586,0.097
283,Shiftry,0.06705,2381,0.115,1840,0.112
284,Exeggutor,0.06663,4107,0.199,3003,0.183
285,Cramorant,0.06538,3225,0.156,2613,0.159
286,Morpeko,0.06530,2882,0.139,2224,0.135
287,Masquerain,0.06289,2472,0.120,2136,0.130
288,Honchkrow,0.06248,2773,0.134,2140,0.130
289,Spidops,0.06168,2942,0.142,2650,0.161
290,Probopass,0.06101,1779,0.086,1408,0.086
291,Alcremie,0.05966,1860,0.090,1335,0.081
292,Mismagius,0.05955,2849,0.138,2182,0.133
293,Emboar,0.05940,2386,0.115,1809,0.110
294,Lurantis,0.05873,3296,0.159,2463,0.150
295,Delphox,0.05853,3610,0.175,2663,0.162
296,Rampardos,0.05673,2792,0.135,2031,0.124
297,Sandaconda,0.05672,2291,0.111,1850,0.113
298,Slaking,0.05657,3153,0.152,2506,0.152
299,Lycanroc,0.05335,2173,0.105,1792,0.109
300,Avalugg-Hisui,0.05237,2401,0.116,1958,0.119
301,Typhlosion,0.05167,3520,0.170,2489,0.151
302,Trevenant,0.05138,3462,0.167,2584,0.157
303,Altaria,0.04887,3140,0.152,2310,0.141
304,Mesprit,0.04861,1724,0.083,1490,0.091
305,Tauros-Paldea-Blaze,0.04669,2088,0.101,1607,0.098
306,Medicham,0.04640,2260,0.109,1653,0.101
307,Hariyama,0.04583,2325,0.112,1838,0.112
308,Luxray,0.04533,3290,0.159,2473,0.150
309,Magmortar,0.04512,2229,0.108,1607,0.098
310,Oricorio-Pom-Pom,0.04485,2187,0.106,1639,0.100
311,Carbink,0.04438,1813,0.088,1504,0.092
312,Rotom,0.04418,1160,0.056,968,0.059
313,Tropius,0.04409,2111,0.102,1645,0.100
314,Sandslash,0.04406,1853,0.090,1391,0.085
315,Cacturne,0.04391,2826,0.137,2135,0.130
316,Tatsugiri,0.04312,1840,0.089,1332,0.081
317,Terrakion,0.04243,1268,0.061,978,0.060
318,Tauros-Paldea-Aqua,0.04227,1712,0.083,1368,0.083
319,Coalossal,0.04209,1849,0.089,1469,0.089
320,Duraludon,0.04139,2335,0.113,1795,0.109
321,Hoopa,0.04058,1119,0.054,855,0.052
322,Regigigas,0.03892,1948,0.094,1463,0.089
323,Eiscue,0.03839,1919,0.093,1412,0.086
324,Magneton,0.03734,2495,0.121,2061,0.125
325,Ursaring,0.03730,1468,0.071,1131,0.069
326,Regirock,0.03674,2234,0.108,1751,0.107
327,Golem,0.03648,2413,0.117,2020,0.123
328,Raichu,0.03605,2900,0.140,2122,0.129
329,Braviary,0.03560,1728,0.084,1281,0.078
330,Dachsbun,0.03418,2205,0.107,1540,0.094
331,Rotom-Mow,0.03319,1585,0.077,1282,0.078
332,Dusknoir,0.03282,2444,0.118,1976,0.120
333,Muk,0.03279,1466,0.071,1129,0.069
334,Bruxish,0.03146,1064,0.051,817,0.050
335,Rhydon,0.03143,2541,0.123,1835,0.112
336,Tauros,0.03110,1226,0.059,929,0.057
337,Lanturn,0.03105,1742,0.084,1349,0.082
338,Clawitzer,0.03067,2183,0.106,1654,0.101
339,Ampharos,0.03032,1930,0.093,1503,0.091
340,Zangoose,0.03017,2173,0.105,1661,0.101
341,Sudowoodo,0.02986,1862,0.090,1468,0.089
342,Arbok,0.02971,2869,0.139,2166,0.132
343,Persian-Alola,0.02958,1252,0.061,1050,0.064
344,Wigglytuff,0.02958,1335,0.065,1004,0.061
345,Gothitelle,0.02936,967,0.047,686,0.042
346,Jumpluff,0.02862,1198,0.058,893,0.054
347,Oricorio-Sensu,0.02825,1294,0.063,933,0.057
348,Zebstrika,0.02770,1055,0.051,740,0.045
349,Magcargo,0.02693,1236,0.060,997,0.061
350,Bastiodon,0.02655,2295,0.111,1696,0.103
351,Rotom-Frost,0.02639,993,0.048,775,0.047
352,Flapple,0.02605,1041,0.050,791,0.048
353,Virizion,0.02488,947,0.046,637,0.039
354,Sawsbuck,0.02472,1031,0.050,769,0.047
355,Flareon,0.02466,2236,0.108,1575,0.096
356,Illumise,0.02455,723,0.035,572,0.035
357,Dunsparce,0.02432,969,0.047,788,0.048
358,Dugtrio,0.02411,1220,0.059,994,0.060
359,Bellossom,0.02228,1018,0.049,745,0.045
360,Hitmonchan,0.02223,1656,0.080,1259,0.077
361,Meowstic,0.02174,1955,0.095,1518,0.092
362,Venomoth,0.02090,1315,0.064,936,0.057
363,Victreebel,0.02018,1415,0.068,1075,0.065
364,Qwilfish-Hisui,0.01987,885,0.043,728,0.044
365,Weezing,0.01962,1749,0.085,1346,0.082
366,Falinks,0.01915,1234,0.060,888,0.054
367,Ariados,0.01912,1189,0.057,1043,0.063
368,Appletun,0.01909,1295,0.063,974,0.059
369,Copperajah,0.01900,1281,0.062,1008,0.061
370,Dodrio,0.01879,1220,0.059,911,0.055
371,Shaymin,0.01875,775,0.037,586,0.036
372,Haunter,0.01872,949,0.046,818,0.050
373,Luvdisc,0.01775,521,0.025,396,0.024
374,Crabominable,0.01771,1231,0.060,899,0.055
375,Persian,0.01690,1340,0.065,1041,0.063
376,Chimecho,0.01639,1298,0.063,908,0.055
377,Dipplin,0.01626,534,0.026,426,0.026
378,Misdreavus,0.01612,617,0.030,484,0.029
379,Dugtrio-Alola,0.01590,816,0.039,635,0.039
380,Lycanroc-Midnight,0.01537,1270,0.061,944,0.057
381,Oricorio,0.01528,679,0.033,504,0.031
382,Klawf,0.01507,986,0.048,734,0.045
383,Wyrdeer,0.01490,711,0.034,542,0.033
384,Psyduck,0.01457,467,0.023,366,0.022
385,Passimian,0.01410,1280,0.062,895,0.054
386,Sunflora,0.01346,712,0.034,532,0.032
387,Delibird,0.01301,746,0.036,593,0.036
388,Cottonee,0.01279,572,0.028,407,0.025
389,Murkrow,0.01262,1078,0.052,812,0.049
390,Gogoat,0.01253,1279,0.062,933,0.057
391,Vespiquen,0.01246,846,0.041,591,0.036
392,Mightyena,0.01234,760,0.037,537,0.033
393,Volbeat,0.01232,628,0.030,513,0.031
394,Swalot,0.01209,724,0.035,556,0.034
395,Noctowl,0.01159,807,0.039,612,0.037
396,Furret,0.01144,1161,0.056,785,0.048
397,Banette,0.01134,741,0.036,540,0.033
398,Electrode,0.01126,1436,0.069,1151,0.070
399,Pyroar,0.01116,932,0.045,659,0.040
400,Basculin,0.01047,892,0.043,631,0.038
401,Vivillon,0.01034,892,0.043,677,0.041
402,Meganium,0.01030,1081,0.052,832,0.051
403,Gumshoos,0.01028,663,0.032,501,0.030
404,Piloswine,0.01022,620,0.030,484,0.029
405,Camerupt,0.00999,810,0.039,631,0.038
406,Kricketune,0.00996,710,0.034,557,0.034
407,Squawkabilly,0.00995,674,0.033,532,0.032
408,Samurott,0.00959,820,0.040,646,0.039
409,Seviper,0.00935,824,0.040,651,0.040
410,Perrserker,0.00913,1054,0.051,775,0.047
411,Granbull,0.00907,1012,0.049,791,0.048
412,Greedent,0.00904,772,0.037,611,0.037
413,Whiscash,0.00875,509,0.025,410,0.025
414,Qwilfish,0.00874,324,0.016,262,0.016
415,Charjabug,0.00872,488,0.024,445,0.027
416,Skuntank,0.00868,834,0.040,651,0.040
417,Gurdurr,0.00861,320,0.015,262,0.016
418,Dewgong,0.00846,513,0.025,388,0.024
419,Sneasel-Hisui,0.00802,381,0.018,277,0.017
420,Hattrem,0.00759,252,0.012,208,0.013
421,Bombirdier,0.00742,750,0.036,587,0.036
422,Dedenne,0.00721,834,0.040,628,0.038
423,Pachirisu,0.00718,559,0.027,435,0.026
424,Wugtrio,0.00657,494,0.024,359,0.022
425,Hypno,0.00638,817,0.039,642,0.039
426,Grotle,0.00591,371,0.018,229,0.014
427,Magmar,0.00525,648,0.031,515,0.031
428,Swanna,0.00501,571,0.028,448,0.027
429,Gligar,0.00459,776,0.038,689,0.042
430,Nosepass,0.00456,379,0.018,276,0.017
431,Pineco,0.00442,399,0.019,328,0.020
432,Oranguru,0.00438,330,0.016,250,0.015
433,Lumineon,0.00430,309,0.015,215,0.013
434,Grumpig,0.00395,214,0.010,168,0.010
435,Pignite,0.00388,101,0.005,80,0.005
436,Clefairy,0.00367,287,0.014,181,0.011
437,Bulbasaur,0.00359,139,0.007,114,0.007
438,Dragonair,0.00357,322,0.016,246,0.015
439,Rotom-Fan,0.00351,306,0.015,238,0.014
440,Sneasel,0.00349,206,0.010,161,0.010
441,Koffing,0.00348,118,0.006,90,0.005
442,Plusle,0.00333,297,0.014,247,0.015
443,Vigoroth,0.00316,250,0.012,191,0.012
444,Oinkologne,0.00312,198,0.010,159,0.010
445,Drifloon,0.00307,80,0.004,71,0.004
446,Glalie,0.00304,377,0.018,305,0.019
447,Thwackey,0.00303,93,0.004,78,0.005
448,Duosion,0.00297,190,0.009,153,0.009
449,Minun,0.00288,354,0.017,276,0.017
450,Vulpix,0.00285,94,0.005,84,0.005
451,Magikarp,0.00275,195,0.009,146,0.009
452,Piplup,0.00269,78,0.004,70,0.004
453,Riolu,0.00267,277,0.013,181,0.011
454,Electabuzz,0.00261,359,0.017,280,0.017
455,Gloom,0.00250,104,0.005,87,0.005
456,Oinkologne-F,0.00244,159,0.008,100,0.006
457,Zorua,0.00238,76,0.004,40,0.002
458,Phione,0.00221,79,0.004,56,0.003
459,Oricorio-Pa'u,0.00220,174,0.008,135,0.008
460,Mudbray,0.00214,62,0.003,48,0.003
461,Solosis,0.00206,47,0.002,34,0.002
462,Wartortle,0.00204,123,0.006,98,0.006
463,Swinub,0.00203,67,0.003,44,0.003
464,Munchlax,0.00201,270,0.013,183,0.011
465,Starly,0.00201,209,0.010,152,0.009
466,Duskull,0.00199,64,0.003,49,0.003
467,Porygon,0.00195,118,0.006,95,0.006
468,Dewott,0.00192,221,0.011,180,0.011
469,Eevee,0.00177,151,0.007,123,0.007
470,Surskit,0.00169,54,0.003,44,0.003
471,Fletchinder,0.00165,138,0.007,105,0.006
472,Mareep,0.00164,51,0.002,49,0.003
473,Stonjourner,0.00161,90,0.004,67,0.004
474,Totodile,0.00155,171,0.008,120,0.007
475,Shelgon,0.00151,92,0.004,68,0.004
476,Gabite,0.00150,49,0.002,40,0.002
477,Rowlet,0.00149,99,0.005,83,0.005
478,Sliggoo-Hisui,0.00148,116,0.006,88,0.005
479,Jigglypuff,0.00146,71,0.003,58,0.004
480,Gastly,0.00143,79,0.004,62,0.004
481,Wooper,0.00143,78,0.004,60,0.004
482,Venonat,0.00142,69,0.003,58,0.004
483,Bonsly,0.00131,42,0.002,36,0.002
484,Vulpix-Alola,0.00131,39,0.002,36,0.002
485,Torracat,0.00129,69,0.003,47,0.003
486,Calyrex,0.00129,155,0.007,118,0.007
487,Zorua-Hisui,0.00124,128,0.006,61,0.004
488,Morgrem,0.00123,56,0.003,47,0.003
489,Naclstack,0.00121,61,0.003,51,0.003
490,Flittle,0.00120,61,0.003,38,0.002
491,Servine,0.00119,99,0.005,73,0.004
492,Gothorita,0.00119,35,0.002,31,0.002
493,Sentret,0.00112,112,0.005,68,0.004
494,Happiny,0.00110,31,0.001,21,0.001
495,Drakloak,0.00107,87,0.004,57,0.003
496,Marill,0.00104,62,0.003,48,0.003
497,Buizel,0.00103,96,0.005,67,0.004
498,Voltorb,0.00100,50,0.002,41,0.002
499,Yanma,0.00100,75,0.004,46,0.003
500,Graveler,0.00100,67,0.003,58,0.004
501,Cutiefly,0.00099,61,0.003,54,0.003
502,Sandygast,0.00097,29,0.001,20,0.001
503,Stantler,0.00095,184,0.009,138,0.008
504,Girafarig,0.00094,133,0.006,91,0.006
505,Charmander,0.00094,48,0.002,41,0.002
506,Oshawott,0.00094,45,0.002,35,0.002
507,Glimmet,0.00092,119,0.006,99,0.006
508,Crocalor,0.00091,116,0.006,88,0.005
509,Pichu,0.00090,53,0.003,43,0.003
510,Scraggy,0.00090,110,0.005,79,0.005
511,Espurr,0.00088,44,0.002,30,0.002
512,Treecko,0.00086,89,0.004,61,0.004
513,Squirtle,0.00085,100,0.005,77,0.005
514,Tandemaus,0.00084,30,0.001,24,0.001
515,Grovyle,0.00082,100,0.005,65,0.004
516,Shellder,0.00079,86,0.004,81,0.005
517,Floette,0.00079,41,0.002,31,0.002
518,Corphish,0.00078,36,0.002,26,0.002
519,Bronzor,0.00077,73,0.004,47,0.003
520,Shieldon,0.00076,43,0.002,34,0.002
