Rank,Pokemon,USG%,Raw,Raw%,Real,Real%
175,Noivern,0.24027,9972,0.529,7988,0.536
176,Frosmoth,0.23930,6250,0.332,4597,0.308
177,Braviary-Hisui,0.23760,5041,0.268,3842,0.258
178,Quagsire,0.23614,8106,0.430,6419,0.431
179,Entei,0.22531,4159,0.221,3292,0.221
180,Sableye,0.22363,9195,0.488,7541,0.506
181,Basculegion-F,0.21417,4161,0.221,3325,0.223
182,Scream Tail,0.21373,5214,0.277,4210,0.282
183,Rotom-Heat,0.21280,6071,0.322,4889,0.328
184,Necrozma,0.20719,4171,0.221,3181,0.213
185,Suicune,0.20700,6087,0.323,4544,0.305
186,Poliwrath,0.20622,4428,0.235,3505,0.235
187,Thundurus,0.20082,5896,0.313,4825,0.324
188,Staraptor,0.19659,8386,0.445,6493,0.435
189,Vaporeon,0.19641,7998,0.424,6333,0.425
190,Dudunsparce,0.19495,4115,0.218,3471,0.233
191,Ambipom,0.19431,9479,0.503,7875,0.528
192,Politoed,0.18482,8528,0.453,7326,0.491
193,Slowbro,0.18385,5959,0.316,4683,0.314
194,Bellibolt,0.18173,4598,0.244,3607,0.242
195,Enamorus-Therian,0.17891,3454,0.183,2695,0.181
196,Glastrier,0.17575,3637,0.193,2769,0.186
197,Hoopa,0.17362,3316,0.176,2505,0.168
198,Sandslash-Alola,0.17228,4202,0.223,3271,0.219
199,Vikavolt,0.17184,5607,0.298,4683,0.314
200,Bisharp,0.17122,7798,0.414,5719,0.384
201,Arcanine,0.16851,7824,0.415,5719,0.384
202,Mienshao,0.16737,6026,0.320,4718,0.316
203,Lycanroc-Dusk,0.16680,5108,0.271,3872,0.260
204,Meloetta,0.16423,3699,0.196,2754,0.185
205,Regice,0.16421,5271,0.280,4016,0.269
206,Drifblim,0.16171,5077,0.269,3794,0.254
207,Slowbro-Galar,0.16082,4483,0.238,3445,0.231
208,Houndstone,0.15979,3001,0.159,2366,0.159
209,Cinccino,0.15967,7221,0.383,5455,0.366
210,Yanmega,0.15756,7388,0.392,5651,0.379
211,Cyclizar,0.15558,5220,0.277,4006,0.269
212,Kilowattrel,0.15500,6649,0.353,5160,0.346
213,Golduck,0.15263,3231,0.171,2561,0.172
214,Vileplume,0.15260,4823,0.256,3742,0.251
215,Heracross,0.15031,7381,0.392,5517,0.370
216,Dragalge,0.15022,4335,0.230,3582,0.240
217,Inteleon,0.14876,7290,0.387,5525,0.371
218,Feraligatr,0.14758,6255,0.332,4679,0.314
219,Cobalion,0.14655,3559,0.189,2851,0.191
220,Revavroom,0.14626,4315,0.229,3287,0.220
221,Sceptile,0.14461,7753,0.411,5759,0.386
222,Registeel,0.14332,4478,0.238,3585,0.240
223,Arboliva,0.14136,5577,0.296,4001,0.268
224,Raikou,0.13768,3317,0.176,2631,0.176
225,Floatzel,0.13530,4147,0.220,3201,0.215
226,Dusclops,0.13079,4327,0.230,3404,0.228
227,Glaceon,0.13040,3482,0.185,2605,0.175
228,Grafaiai,0.13018,6763,0.359,5570,0.374
229,Lapras,0.12976,7414,0.393,5781,0.388
230,Scovillain,0.12929,3469,0.184,2616,0.175
231,Rhyperior,0.12759,3667,0.195,2898,0.194
232,Rabsca,0.12667,2789,0.148,1903,0.128
233,Florges,0.12595,3416,0.181,2510,0.168
234,Iron Leaves,0.12589,3055,0.162,2342,0.157
235,Beartic,0.12575,3208,0.170,2497,0.167
236,Brambleghast,0.12219,3431,0.182,2604,0.175
237,Farigiraf,0.12153,3364,0.179,2455,0.165
238,Pikachu,0.12057,6684,0.355,5090,0.341
239,Goodra,0.11993,6184,0.328,4658,0.312
240,Bruxish,0.11966,2254,0.120,1608,0.108
241,Decidueye-Hisui,0.11854,3727,0.198,2865,0.192
242,Hitmonlee,0.11691,5816,0.309,4225,0.283
243,Tsareena,0.11659,5244,0.278,3958,0.265
244,Ludicolo,0.11638,4834,0.257,3738,0.251
245,Trevenant,0.11509,4518,0.240,3410,0.229
246,Indeedee-F,0.11394,2918,0.155,2441,0.164
247,Malamar,0.11130,5656,0.300,4171,0.280
248,Eelektross,0.11007,6562,0.348,5165,0.346
249,Scrafty,0.11004,4577,0.243,3533,0.237
250,Avalugg,0.10955,3605,0.191,2747,0.184
251,Oricorio-Pom-Pom,0.10905,2805,0.149,2072,0.139
252,Abomasnow,0.10501,3882,0.206,3193,0.214
253,Minior,0.10268,4720,0.250,3412,0.229
254,Iron Thorns,0.09975,3398,0.180,2570,0.172
255,Electrode-Hisui,0.09849,4370,0.232,3564,0.239
256,Tornadus,0.09296,2819,0.150,2254,0.151
257,Komala,0.09230,2068,0.110,1570,0.105
258,Leafeon,0.08944,3440,0.183,2552,0.171
259,Hariyama,0.08896,2909,0.154,2277,0.153
260,Orthworm,0.08842,3611,0.192,2844,0.191
261,Munkidori,0.08764,3342,0.177,2673,0.179
262,Drednaw,0.08656,3294,0.175,2414,0.162
263,Froslass,0.08595,6280,0.333,4964,0.333
264,Cryogonal,0.08538,3562,0.189,2774,0.186
265,Zoroark,0.08513,3787,0.201,1588,0.107
266,Alcremie,0.08496,2242,0.119,1623,0.109
267,Tauros-Paldea-Blaze,0.08460,1910,0.101,1509,0.101
268,Regigigas,0.08301,3123,0.166,2387,0.160
269,Decidueye,0.08153,3965,0.210,3035,0.204
270,Raichu-Alola,0.08103,2995,0.159,2210,0.148
271,Lilligant,0.08049,2260,0.120,1708,0.115
272,Scyther,0.07859,4790,0.254,3596,0.241
273,Flygon,0.07737,4824,0.256,3743,0.251
274,Regirock,0.07607,3294,0.175,2633,0.177
275,Typhlosion,0.07317,3433,0.182,2570,0.172
276,Lanturn,0.07299,2264,0.120,1814,0.122
277,Leavanny,0.07295,2519,0.134,2108,0.141
278,Flamigo,0.07269,2062,0.109,1603,0.108
279,Golurk,0.07154,3503,0.186,2721,0.182
280,Duraludon,0.06955,2761,0.147,2120,0.142
281,Altaria,0.06942,3619,0.192,2686,0.180
282,Electivire,0.06869,4715,0.250,3715,0.249
283,Primeape,0.06703,3170,0.168,2370,0.159
284,Delphox,0.06643,3871,0.205,2919,0.196
285,Rampardos,0.06639,3191,0.169,2291,0.154
286,Toedscruel,0.06615,2438,0.129,1858,0.125
287,Honchkrow,0.06440,2809,0.149,2130,0.143
288,Sandaconda,0.06302,2319,0.123,1887,0.127
289,Articuno-Galar,0.06291,1839,0.098,1350,0.091
290,Spiritomb,0.06264,3427,0.182,2748,0.184
291,Coalossal,0.06229,1925,0.102,1528,0.102
292,Sudowoodo,0.06135,2252,0.120,1796,0.120
293,Avalugg-Hisui,0.06085,2067,0.110,1662,0.111
294,Clawitzer,0.06057,3176,0.169,2421,0.162
295,Luxray,0.05947,3629,0.193,2826,0.190
296,Masquerain,0.05814,2208,0.117,1942,0.130
297,Spidops,0.05799,2023,0.107,1802,0.121
298,Emboar,0.05712,2507,0.133,1950,0.131
299,Hitmontop,0.05635,4098,0.217,3169,0.213
300,Exeggutor-Alola,0.05606,2002,0.106,1546,0.104
301,Toucannon,0.05590,1806,0.096,1441,0.097
302,Tauros-Paldea-Aqua,0.05414,1873,0.099,1453,0.097
303,Articuno,0.05371,1942,0.103,1420,0.095
304,Golem-Alola,0.05353,2189,0.116,1692,0.113
305,Brute Bonnet,0.05330,1565,0.083,1184,0.079
306,Exeggutor,0.05183,3437,0.182,2583,0.173
307,Shiftry,0.05123,2759,0.146,2123,0.142
308,Slaking,0.05083,2392,0.127,1937,0.130
309,Morpeko,0.04974,2019,0.107,1551,0.104
310,Rhydon,0.04956,2114,0.112,1598,0.107
311,Tatsugiri,0.04954,1579,0.084,1187,0.080
312,Zangoose,0.04754,2364,0.125,1829,0.123
313,Rotom,0.04754,897,0.048,820,0.055
314,Eiscue,0.04648,2396,0.127,1798,0.121
315,Golem,0.04618,2411,0.128,2055,0.138
316,Volbeat,0.04606,1774,0.094,1448,0.097
317,Mismagius,0.04597,2469,0.131,1886,0.126
318,Lurantis,0.04403,2865,0.152,2145,0.144
319,Raichu,0.04192,3392,0.180,2441,0.164
320,Mabosstiff,0.04176,1229,0.065,911,0.061
321,Illumise,0.04080,1311,0.070,988,0.066
322,Braviary,0.03974,2185,0.116,1562,0.105
323,Uxie,0.03905,2142,0.114,1855,0.124
324,Meowstic,0.03882,1606,0.085,1300,0.087
325,Carbink,0.03834,1469,0.078,1185,0.079
326,Mudsdale,0.03818,2276,0.121,1811,0.121
327,Lycanroc,0.03786,1513,0.080,1166,0.078
328,Terrakion,0.03776,1250,0.066,938,0.063
329,Ampharos,0.03741,2306,0.122,1714,0.115
330,Mesprit,0.03726,793,0.042,635,0.043
331,Medicham,0.03661,2056,0.109,1438,0.096
332,Ursaring,0.03645,1433,0.076,1062,0.071
333,Tropius,0.03629,2425,0.129,1870,0.125
334,Probopass,0.03532,1325,0.070,1033,0.069
335,Dusknoir,0.03440,2464,0.131,1904,0.128
336,Muk,0.03431,1636,0.087,1256,0.084
337,Veluza,0.03396,1602,0.085,1213,0.081
338,Bastiodon,0.03385,1963,0.104,1403,0.094
339,Rotom-Mow,0.03333,1622,0.086,1313,0.088
340,Rotom-Frost,0.03286,1303,0.069,1005,0.067
341,Chimecho,0.03272,1208,0.064,872,0.058
342,Shaymin,0.03183,966,0.051,766,0.051
343,Houndoom,0.03179,2411,0.128,1806,0.121
344,Oricorio-Sensu,0.03109,1622,0.086,1218,0.082
345,Venomoth,0.03096,1222,0.065,909,0.061
346,Oinkologne,0.02947,705,0.037,482,0.032
347,Gogoat,0.02903,1208,0.064,861,0.058
348,Palossand,0.02890,1277,0.068,992,0.067
349,Crabominable,0.02870,1377,0.073,1055,0.071
350,Bellossom,0.02858,851,0.045,622,0.042
351,Virizion,0.02858,646,0.034,463,0.031
352,Tauros,0.02772,968,0.051,711,0.048
353,Flareon,0.02649,1818,0.096,1365,0.092
354,Wigglytuff,0.02627,965,0.051,785,0.053
355,Noctowl,0.02617,981,0.052,714,0.048
356,Sandslash,0.02598,1680,0.089,1239,0.083
357,Meganium,0.02515,1817,0.096,1334,0.089
358,Arbok,0.02506,1632,0.087,1223,0.082
359,Cacturne,0.02459,1463,0.078,1146,0.077
360,Crocalor,0.02445,400,0.021,288,0.019
361,Hitmonchan,0.02333,2098,0.111,1528,0.102
362,Piloswine,0.02285,588,0.031,489,0.033
363,Weezing,0.02281,1314,0.070,1099,0.074
364,Falinks,0.02252,1203,0.064,841,0.056
365,Haunter,0.02177,1133,0.060,932,0.063
366,Klawf,0.02168,1015,0.054,720,0.048
367,Magmortar,0.02153,2001,0.106,1455,0.098
368,Magcargo,0.01975,827,0.044,632,0.042
369,Appletun,0.01956,1034,0.055,748,0.050
370,Ariados,0.01922,1290,0.068,1086,0.073
371,Qwilfish-Hisui,0.01895,607,0.032,504,0.034
372,Oricorio,0.01862,572,0.030,432,0.029
373,Zebstrika,0.01839,907,0.048,722,0.048
374,Dodrio,0.01826,1061,0.056,821,0.055
375,Vivillon,0.01788,1023,0.054,695,0.047
376,Gothitelle,0.01786,865,0.046,645,0.043
377,Flapple,0.01783,995,0.053,753,0.051
378,Dachsbun,0.01775,1363,0.072,984,0.066
379,Murkrow,0.01754,1122,0.060,866,0.058
380,Sneasel-Hisui,0.01752,589,0.031,500,0.034
381,Dugtrio,0.01713,760,0.040,576,0.039
382,Squawkabilly,0.01680,650,0.034,534,0.036
383,Victreebel,0.01581,1221,0.065,960,0.064
384,Copperajah,0.01541,828,0.044,650,0.044
385,Sawsbuck,0.01513,935,0.050,709,0.048
386,Camerupt,0.01476,1034,0.055,831,0.056
387,Greedent,0.01453,750,0.040,571,0.038
388,Magneton,0.01435,719,0.038,556,0.037
389,Lycanroc-Midnight,0.01406,1057,0.056,780,0.052
390,Charjabug,0.01386,671,0.036,598,0.040
391,Persian,0.01381,1088,0.058,773,0.052
392,Seviper,0.01367,1235,0.066,881,0.059
393,Perrserker,0.01355,609,0.032,492,0.033
394,Bombirdier,0.01344,687,0.036,544,0.036
395,Granbull,0.01343,635,0.034,509,0.034
396,Samurott,0.01343,731,0.039,569,0.038
397,Jumpluff,0.01281,850,0.045,670,0.045
398,Basculin,0.01273,504,0.027,399,0.027
399,Skuntank,0.01269,878,0.047,704,0.047
400,Dugtrio-Alola,0.01208,661,0.035,534,0.036
401,Cottonee,0.01139,858,0.046,663,0.044
402,Persian-Alola,0.01077,758,0.040,586,0.039
403,Magmar,0.01005,487,0.026,406,0.027
404,Passimian,0.00998,740,0.039,527,0.035
405,Furret,0.00981,727,0.039,551,0.037
406,Pyroar,0.00980,815,0.043,582,0.039
407,Dipplin,0.00976,498,0.026,347,0.023
408,Kricketune,0.00957,428,0.023,373,0.025
409,Dewgong,0.00934,482,0.026,375,0.025
410,Gligar,0.00926,571,0.030,490,0.033
411,Misdreavus,0.00917,421,0.022,301,0.020
412,Hypno,0.00910,823,0.044,654,0.044
413,Sunflora,0.00884,369,0.020,265,0.018
414,Rotom-Fan,0.00884,438,0.023,350,0.023
415,Wugtrio,0.00870,463,0.025,326,0.022
416,Electrode,0.00865,931,0.049,754,0.051
417,Hattrem,0.00845,201,0.011,161,0.011
418,Whiscash,0.00833,659,0.035,532,0.036
419,Dedenne,0.00825,808,0.043,609,0.041
420,Pachirisu,0.00816,503,0.027,407,0.027
421,Dunsparce,0.00788,526,0.028,401,0.027
422,Swalot,0.00781,478,0.025,374,0.025
423,Swinub,0.00769,165,0.009,115,0.008
424,Swanna,0.00758,628,0.033,467,0.031
425,Wyrdeer,0.00752,639,0.034,482,0.032
426,Torracat,0.00682,207,0.011,165,0.011
427,Gumshoos,0.00671,367,0.019,288,0.019
428,Banette,0.00643,635,0.034,475,0.032
429,Mightyena,0.00601,493,0.026,395,0.026
430,Vigoroth,0.00589,186,0.010,137,0.009
431,Luvdisc,0.00586,266,0.014,209,0.014
432,Qwilfish,0.00568,269,0.014,224,0.015
433,Electabuzz,0.00553,299,0.016,238,0.016
434,Girafarig,0.00550,256,0.014,183,0.012
435,Thwackey,0.00533,180,0.010,152,0.010
436,Gloom,0.00531,276,0.015,186,0.012
437,Glalie,0.00529,523,0.028,396,0.027
438,Vespiquen,0.00519,637,0.034,483,0.032
439,Stonjourner,0.00504,148,0.008,106,0.007
440,Delibird,0.00477,312,0.017,231,0.015
441,Plusle,0.00442,200,0.011,151,0.010
442,Sneasel,0.00441,195,0.010,153,0.010
443,Lumineon,0.00440,159,0.008,125,0.008
444,Nosepass,0.00431,310,0.016,217,0.015
445,Tauros-Paldea-Combat,0.00424,257,0.014,207,0.014
446,Riolu,0.00423,494,0.026,323,0.022
447,Eevee,0.00418,203,0.011,152,0.010
448,Clefairy,0.00415,304,0.016,221,0.015
449,Minun,0.00402,278,0.015,210,0.014
450,Gurdurr,0.00391,359,0.019,280,0.019
451,Grumpig,0.00381,479,0.025,351,0.024
452,Arctibax,0.00368,168,0.009,145,0.010
453,Oricorio-Pa'u,0.00368,300,0.016,229,0.015
454,Oranguru,0.00351,298,0.016,225,0.015
455,Surskit,0.00348,154,0.008,141,0.009
456,Numel,0.00336,141,0.007,110,0.007
457,Magikarp,0.00335,244,0.013,149,0.010
458,Larvitar,0.00334,228,0.012,172,0.012
459,Bulbasaur,0.00325,222,0.012,175,0.012
460,Psyduck,0.00317,181,0.010,154,0.010
461,Naclstack,0.00317,155,0.008,128,0.009
462,Munchlax,0.00317,120,0.006,87,0.006
463,Wooper,0.00299,225,0.012,173,0.012
464,Pineco,0.00283,294,0.016,238,0.016
465,Pawniard,0.00283,88,0.005,74,0.005
466,Weepinbell,0.00264,228,0.012,180,0.012
467,Geodude,0.00257,145,0.008,133,0.009
468,Diglett,0.00255,112,0.006,103,0.007
469,Totodile,0.00250,219,0.012,137,0.009
470,Raboot,0.00248,63,0.003,56,0.004
471,Cyndaquil,0.00245,78,0.004,76,0.005
472,Mudkip,0.00243,89,0.005,61,0.004
473,Wartortle,0.00230,259,0.014,224,0.015
474,Drifloon,0.00220,179,0.009,145,0.010
475,Dragonair,0.00219,232,0.012,172,0.012
476,Phione,0.00216,82,0.004,63,0.004
477,Poliwhirl,0.00214,84,0.004,65,0.004
478,Meowth,0.00214,180,0.010,153,0.010
479,Litwick,0.00210,84,0.004,50,0.003
480,Squirtle,0.00205,110,0.006,94,0.006
481,Glimmet,0.00195,122,0.006,108,0.007
482,Exeggcute,0.00195,87,0.005,76,0.005
483,Starly,0.00184,131,0.007,101,0.007
484,Ralts,0.00181,230,0.012,132,0.009
485,Voltorb,0.00169,102,0.005,86,0.006
486,Hippopotas,0.00165,60,0.003,39,0.003
487,Pichu,0.00162,131,0.007,101,0.007
488,Grotle,0.00161,64,0.003,46,0.003
489,Doduo,0.00156,166,0.009,113,0.008
490,Porygon,0.00142,92,0.005,80,0.005
491,Oshawott,0.00141,85,0.005,67,0.004
492,Stantler,0.00140,68,0.004,52,0.003
493,Trapinch,0.00140,83,0.004,62,0.004
494,Snivy,0.00138,178,0.009,157,0.011
495,Corphish,0.00134,59,0.003,44,0.003
496,Pignite,0.00130,65,0.003,49,0.003
497,Zorua-Hisui,0.00128,89,0.005,29,0.002
498,Floragato,0.00127,105,0.006,84,0.006
499,Buizel,0.00126,176,0.009,120,0.008
500,Charmander,0.00126,92,0.005,81,0.005
501,Oinkologne-F,0.00122,81,0.004,63,0.004
502,Servine,0.00121,108,0.006,85,0.006
503,Koffing,0.00120,174,0.009,127,0.009
504,Shroodle,0.00117,54,0.003,42,0.003
505,Swadloon,0.00115,137,0.007,111,0.007
506,Sliggoo,0.00112,58,0.003,40,0.003
507,Gible,0.00110,106,0.006,80,0.005
508,Cranidos,0.00110,91,0.005,75,0.005
509,Graveler,0.00110,52,0.003,48,0.003
510,Shelgon,0.00108,83,0.004,68,0.005
511,Fraxure,0.00108,84,0.004,59,0.004
512,Combusken,0.00107,87,0.005,57,0.004
513,Axew,0.00106,51,0.003,42,0.003
514,Sandshrew,0.00106,31,0.002,25,0.002
515,Drakloak,0.00105,73,0.004,55,0.004
516,Jigglypuff,0.00104,68,0.004,55,0.004
517,Slowpoke,0.00103,69,0.004,60,0.004
518,Sunkern,0.00102,56,0.003,46,0.003
519,Treecko,0.00101,98,0.005,66,0.004
520,Aipom,0.00100,113,0.006,80,0.005
