Rank,Pokemon,USG%,Raw,Raw%,Real,Real%
190,Lycanroc-Dusk,0.20518,5201,0.339,3903,0.319
191,Vikavolt,0.20470,4723,0.308,4043,0.330
192,Politoed,0.20441,6964,0.454,6029,0.492
193,Vaporeon,0.20430,6486,0.423,5170,0.422
194,Slowbro-Galar,0.20028,4980,0.324,3860,0.315
195,Staraptor,0.19769,6887,0.449,5552,0.453
196,Bronzong,0.19668,4330,0.282,3642,0.297
197,Cramorant,0.19408,3418,0.223,3018,0.246
198,Cinccino,0.18577,5417,0.353,4201,0.343
199,Scream Tail,0.18292,3551,0.231,2866,0.234
200,Yanmega,0.18093,5923,0.386,4651,0.380
201,Inteleon,0.18003,5152,0.336,4108,0.335
202,Meloetta,0.17432,3614,0.235,2782,0.227
203,Braviary-Hisui,0.16759,5692,0.371,4380,0.358
204,Arcanine,0.16633,5501,0.358,4004,0.327
205,Necrozma,0.16581,3220,0.210,2554,0.208
206,Bellibolt,0.16475,3657,0.238,2825,0.231
207,Registeel,0.16194,3956,0.258,3215,0.262
208,Kilowattrel,0.16182,5230,0.341,4080,0.333
209,Arboliva,0.16044,4259,0.277,3388,0.277
210,Revavroom,0.15848,4081,0.266,3072,0.251
211,Ambipom,0.15785,6844,0.446,5667,0.463
212,Brambleghast,0.15779,2968,0.193,2228,0.182
213,Cyclizar,0.15580,4337,0.283,3296,0.269
214,Glaceon,0.15559,3546,0.231,2713,0.221
215,Lapras,0.15456,5402,0.352,4238,0.346
216,Hitmonlee,0.15447,5111,0.333,3670,0.300
217,Iron Leaves,0.15262,3699,0.241,2743,0.224
218,Tsareena,0.15177,4666,0.304,3693,0.301
219,Feraligatr,0.15064,4384,0.286,3352,0.274
220,Vileplume,0.14842,3825,0.249,3075,0.251
221,Raikou,0.14752,3392,0.221,2574,0.210
222,Poliwrath,0.14466,3250,0.212,2519,0.206
223,Dudunsparce,0.14430,3249,0.212,2726,0.223
224,Iron Thorns,0.13731,2444,0.159,1884,0.154
225,Froslass,0.13655,4216,0.275,3563,0.291
226,Leavanny,0.13426,2558,0.167,2046,0.167
227,Hoopa,0.13145,2253,0.147,1615,0.132
228,Cobalion,0.13085,2629,0.171,2108,0.172
229,Dragalge,0.13031,3307,0.215,2649,0.216
230,Dusclops,0.12927,3291,0.214,2549,0.208
231,Pikachu,0.12442,5889,0.384,4258,0.348
232,Rabsca,0.12410,2848,0.186,1981,0.162
233,Florges,0.12354,3114,0.203,2410,0.197
234,Sceptile,0.12211,6422,0.418,4863,0.397
235,Sandslash-Alola,0.11978,2841,0.185,2141,0.175
236,Scovillain,0.11901,2403,0.157,1825,0.149
237,Beartic,0.10872,2395,0.156,1809,0.148
238,Trevenant,0.10660,3300,0.215,2521,0.206
239,Eelektross,0.10405,4441,0.289,3562,0.291
240,Regice,0.10385,3121,0.203,2418,0.197
241,Goodra,0.10180,4388,0.286,3270,0.267
242,Avalugg,0.10131,2478,0.161,1866,0.152
243,Oricorio-Pom-Pom,0.10043,2196,0.143,1682,0.137
244,Minior,0.10038,2680,0.175,1948,0.159
245,Decidueye-Hisui,0.10029,3283,0.214,2474,0.202
246,Heracross,0.09971,4558,0.297,3443,0.281
247,Scrafty,0.09956,4294,0.280,3229,0.264
248,Malamar,0.09826,4160,0.271,3089,0.252
249,Indeedee-F,0.09419,2065,0.135,1801,0.147
250,Hariyama,0.09365,1926,0.125,1509,0.123
251,Electivire,0.09079,4630,0.302,3544,0.289
252,Bruxish,0.09060,1462,0.095,1134,0.093
253,Ludicolo,0.09040,3274,0.213,2471,0.202
254,Orthworm,0.08736,3199,0.208,2532,0.207
255,Raichu-Alola,0.08707,3255,0.212,2458,0.201
256,Lilligant,0.08545,1861,0.121,1316,0.107
257,Tornadus,0.08473,1892,0.123,1560,0.127
258,Floatzel,0.08415,2544,0.166,1950,0.159
259,Uxie,0.08067,2201,0.143,1830,0.149
260,Flygon,0.07933,3918,0.255,3087,0.252
261,Rhyperior,0.07875,2579,0.168,2105,0.172
262,Honchkrow,0.07792,2264,0.148,1684,0.137
263,Haunter,0.07675,1193,0.078,971,0.079
264,Spiritomb,0.07564,2674,0.174,2197,0.179
265,Arbok,0.07560,1686,0.110,1382,0.113
266,Decidueye,0.07485,2723,0.177,2090,0.171
267,Abomasnow,0.07424,2664,0.174,2283,0.186
268,Toedscruel,0.07397,1715,0.112,1358,0.111
269,Toucannon,0.07322,1704,0.111,1408,0.115
270,Tauros-Paldea-Blaze,0.07058,1383,0.090,1076,0.088
271,Farigiraf,0.07046,1958,0.128,1483,0.121
272,Golurk,0.07037,3490,0.227,2793,0.228
273,Regirock,0.07025,2564,0.167,2004,0.164
274,Electrode-Hisui,0.07016,3138,0.204,2546,0.208
275,Primeape,0.06947,2689,0.175,2067,0.169
276,Leafeon,0.06883,2362,0.154,1846,0.151
277,Scyther,0.06608,3075,0.200,2305,0.188
278,Typhlosion,0.06591,3504,0.228,2646,0.216
279,Spidops,0.06538,1781,0.116,1564,0.128
280,Shiftry,0.06490,2193,0.143,1731,0.141
281,Articuno,0.06457,1876,0.122,1502,0.123
282,Coalossal,0.06379,1548,0.101,1240,0.101
283,Flamigo,0.06378,1557,0.101,1204,0.098
284,Drednaw,0.06355,2068,0.135,1459,0.119
285,Sandaconda,0.06297,1972,0.128,1514,0.124
286,Exeggutor-Alola,0.06294,1624,0.106,1314,0.107
287,Articuno-Galar,0.06283,1335,0.087,1018,0.083
288,Delphox,0.05945,3003,0.196,2292,0.187
289,Lurantis,0.05846,3181,0.207,2347,0.192
290,Zoroark,0.05777,2316,0.151,1007,0.082
291,Sudowoodo,0.05761,1758,0.115,1380,0.113
292,Rampardos,0.05726,2289,0.149,1650,0.135
293,Tatsugiri,0.05698,1448,0.094,1117,0.091
294,Terrakion,0.05670,1167,0.076,929,0.076
295,Lanturn,0.05616,1502,0.098,1170,0.096
296,Mudsdale,0.05558,2015,0.131,1663,0.136
297,Avalugg-Hisui,0.05541,1628,0.106,1291,0.105
298,Cryogonal,0.05516,1632,0.106,1266,0.103
299,Regigigas,0.05374,2150,0.140,1562,0.128
300,Duraludon,0.05340,1755,0.114,1389,0.113
301,Cacturne,0.05321,1427,0.093,1089,0.089
302,Exeggutor,0.05313,2329,0.152,1742,0.142
303,Emboar,0.05269,1802,0.117,1411,0.115
304,Oricorio-Sensu,0.05113,1342,0.087,951,0.078
305,Eiscue,0.05079,2137,0.139,1666,0.136
306,Slaking,0.05048,2461,0.160,1982,0.162
307,Shaymin,0.04978,883,0.058,701,0.057
308,Rhydon,0.04879,2923,0.190,2190,0.179
309,Raichu,0.04855,3204,0.209,2166,0.177
310,Komala,0.04721,1397,0.091,1120,0.091
311,Golem-Alola,0.04605,2057,0.134,1524,0.124
312,Brute Bonnet,0.04491,1082,0.070,820,0.067
313,Luxray,0.04477,2553,0.166,1966,0.160
314,Munkidori,0.04449,1902,0.124,1484,0.121
315,Meowstic,0.04448,1663,0.108,1295,0.106
316,Dusknoir,0.04373,2021,0.132,1526,0.125
317,Altaria,0.04305,2641,0.172,1966,0.160
318,Lycanroc,0.04284,1240,0.081,971,0.079
319,Masquerain,0.04276,1946,0.127,1664,0.136
320,Hitmontop,0.04235,2307,0.150,1792,0.146
321,Sandslash,0.04186,1476,0.096,1088,0.089
322,Houndoom,0.04108,2229,0.145,1683,0.137
323,Tauros,0.03987,1014,0.066,778,0.064
324,Rotom-Mow,0.03954,1661,0.108,1297,0.106
325,Muk,0.03945,1386,0.090,1031,0.084
326,Mesprit,0.03929,916,0.060,740,0.060
327,Mabosstiff,0.03830,836,0.054,624,0.051
328,Medicham,0.03813,1401,0.091,1094,0.089
329,Clawitzer,0.03792,2053,0.134,1589,0.130
330,Zangoose,0.03663,1940,0.126,1441,0.118
331,Copperajah,0.03593,770,0.050,602,0.049
332,Tauros-Paldea-Aqua,0.03461,1207,0.079,919,0.075
333,Dugtrio,0.03458,817,0.053,639,0.052
334,Morpeko,0.03450,1599,0.104,1258,0.103
335,Golem,0.03424,1759,0.115,1496,0.122
336,Probopass,0.03334,1254,0.082,967,0.079
337,Alcremie,0.03319,1346,0.088,952,0.078
338,Carbink,0.03241,1035,0.067,835,0.068
339,Weezing,0.03219,1828,0.119,1471,0.120
340,Mismagius,0.03150,1709,0.111,1294,0.106
341,Ampharos,0.03131,1332,0.087,1031,0.084
342,Veluza,0.03016,1219,0.079,889,0.073
343,Crocalor,0.02973,425,0.028,288,0.024
344,Charjabug,0.02918,654,0.043,610,0.050
345,Flareon,0.02843,1816,0.118,1368,0.112
346,Braviary,0.02813,1450,0.094,1084,0.088
347,Palossand,0.02800,1209,0.079,981,0.080
348,Rotom,0.02790,487,0.032,428,0.035
349,Bellossom,0.02733,733,0.048,534,0.044
350,Gogoat,0.02705,662,0.043,470,0.038
351,Volbeat,0.02653,1231,0.080,1023,0.084
352,Noctowl,0.02561,765,0.050,545,0.044
353,Swanna,0.02521,589,0.038,490,0.040
354,Dodrio,0.02504,967,0.063,752,0.061
355,Illumise,0.02504,561,0.037,433,0.035
356,Hitmonchan,0.02497,1770,0.115,1374,0.112
357,Rotom-Frost,0.02371,925,0.060,731,0.060
358,Camerupt,0.02322,699,0.046,559,0.046
359,Crabominable,0.02284,777,0.051,565,0.046
360,Piloswine,0.02247,497,0.032,400,0.033
361,Bastiodon,0.02141,1167,0.076,878,0.072
362,Falinks,0.02140,889,0.058,632,0.052
363,Victreebel,0.02055,1005,0.065,656,0.054
364,Ariados,0.02027,880,0.057,788,0.064
365,Tropius,0.01961,1499,0.098,1091,0.089
366,Meganium,0.01956,887,0.058,667,0.054
367,Flapple,0.01955,756,0.049,556,0.045
368,Sawsbuck,0.01837,717,0.047,549,0.045
369,Lycanroc-Midnight,0.01811,1067,0.070,767,0.063
370,Appletun,0.01783,1488,0.097,1096,0.089
371,Misdreavus,0.01772,464,0.030,393,0.032
372,Skuntank,0.01739,433,0.028,344,0.028
373,Venomoth,0.01690,1062,0.069,788,0.064
374,Wigglytuff,0.01656,646,0.042,506,0.041
375,Furret,0.01589,577,0.038,462,0.038
376,Dachsbun,0.01583,900,0.059,632,0.052
377,Virizion,0.01548,467,0.030,344,0.028
378,Swalot,0.01514,527,0.034,437,0.036
379,Persian-Alola,0.01511,863,0.056,712,0.058
380,Sunflora,0.01507,496,0.032,370,0.030
381,Magmortar,0.01495,999,0.065,754,0.062
382,Jumpluff,0.01488,877,0.057,631,0.052
383,Oinkologne,0.01466,396,0.026,288,0.024
384,Swinub,0.01452,226,0.015,154,0.013
385,Qwilfish-Hisui,0.01451,407,0.027,334,0.027
386,Seviper,0.01420,907,0.059,682,0.056
387,Magneton,0.01388,540,0.035,401,0.033
388,Oricorio,0.01306,811,0.053,629,0.051
389,Dunsparce,0.01272,663,0.043,528,0.043
390,Klawf,0.01244,570,0.037,465,0.038
391,Gothitelle,0.01224,609,0.040,452,0.037
392,Vivillon,0.01210,610,0.040,442,0.036
393,Dewgong,0.01197,425,0.028,317,0.026
394,Persian,0.01150,844,0.055,574,0.047
395,Perrserker,0.01133,483,0.031,404,0.033
396,Murkrow,0.01131,683,0.044,545,0.044
397,Samurott,0.01115,701,0.046,598,0.049
398,Chimecho,0.01105,720,0.047,500,0.041
399,Gumshoos,0.01067,391,0.025,286,0.023
400,Hypno,0.01061,512,0.033,397,0.032
401,Magcargo,0.01058,556,0.036,441,0.036
402,Granbull,0.01033,478,0.031,363,0.030
403,Ursaring,0.00988,466,0.030,346,0.028
404,Wyrdeer,0.00987,584,0.038,424,0.035
405,Squawkabilly,0.00981,450,0.029,325,0.027
406,Kricketune,0.00977,354,0.023,310,0.025
407,Basculin,0.00969,424,0.028,318,0.026
408,Cottonee,0.00932,480,0.031,339,0.028
409,Magmar,0.00927,473,0.031,376,0.031
410,Greedent,0.00908,411,0.027,302,0.025
411,Naclstack,0.00885,275,0.018,213,0.017
412,Dipplin,0.00884,335,0.022,247,0.020
413,Clefairy,0.00873,353,0.023,268,0.022
414,Electrode,0.00869,550,0.036,439,0.036
415,Zebstrika,0.00860,1146,0.075,824,0.067
416,Sneasel-Hisui,0.00837,336,0.022,259,0.021
417,Whiscash,0.00809,314,0.020,262,0.021
418,Seadra,0.00781,165,0.011,135,0.011
419,Vigoroth,0.00761,238,0.016,178,0.015
420,Mudkip,0.00753,121,0.008,97,0.008
421,Bombirdier,0.00733,492,0.032,365,0.030
422,Banette,0.00686,461,0.030,359,0.029
423,Pyroar,0.00640,592,0.039,456,0.037
424,Dugtrio-Alola,0.00637,367,0.024,297,0.024
425,Gligar,0.00630,477,0.031,403,0.033
426,Gurdurr,0.00605,226,0.015,178,0.015
427,Cosmoem,0.00593,117,0.008,96,0.008
428,Passimian,0.00568,318,0.021,227,0.019
429,Wugtrio,0.00559,254,0.017,191,0.016
430,Torracat,0.00535,127,0.008,83,0.007
431,Dedenne,0.00523,761,0.050,531,0.043
432,Sneasel,0.00518,150,0.010,111,0.009
433,Oricorio-Pa'u,0.00509,72,0.005,55,0.004
434,Chingling,0.00484,65,0.004,47,0.004
435,Mightyena,0.00479,397,0.026,303,0.025
436,Glalie,0.00474,255,0.017,190,0.016
437,Vespiquen,0.00452,409,0.027,295,0.024
438,Qwilfish,0.00427,145,0.009,124,0.010
439,Hattrem,0.00421,111,0.007,84,0.007
440,Grumpig,0.00420,179,0.012,142,0.012
441,Eevee,0.00408,298,0.019,172,0.014
442,Surskit,0.00402,76,0.005,67,0.005
443,Arctibax,0.00391,71,0.005,47,0.004
444,Oranguru,0.00389,209,0.014,157,0.013
445,Girafarig,0.00353,128,0.008,98,0.008
446,Rotom-Fan,0.00336,293,0.019,240,0.020
447,Electabuzz,0.00330,174,0.011,152,0.012
448,Stonjourner,0.00320,176,0.011,142,0.012
449,Frogadier,0.00312,64,0.004,54,0.004
450,Riolu,0.00303,282,0.018,167,0.014
451,Sandshrew-Alola,0.00296,37,0.002,30,0.002
452,Dragonair,0.00295,241,0.016,193,0.016
453,Delibird,0.00292,330,0.021,236,0.019
454,Lumineon,0.00286,190,0.012,160,0.013
455,Gloom,0.00264,131,0.009,95,0.008
456,Magikarp,0.00263,125,0.008,106,0.009
457,Zorua,0.00263,54,0.004,27,0.002
458,Raboot,0.00258,103,0.007,83,0.007
459,Munchlax,0.00245,117,0.008,82,0.007
460,Pineco,0.00239,198,0.013,142,0.012
461,Pachirisu,0.00238,548,0.036,433,0.035
462,Trapinch,0.00230,182,0.012,133,0.011
463,Grubbin,0.00230,33,0.002,30,0.002
464,Snom,0.00210,83,0.005,51,0.004
465,Ivysaur,0.00208,84,0.005,66,0.005
466,Floette,0.00207,60,0.004,50,0.004
467,Minun,0.00201,163,0.011,121,0.010
468,Luvdisc,0.00200,126,0.008,93,0.008
469,Solosis,0.00196,31,0.002,21,0.002
470,Tandemaus,0.00196,65,0.004,53,0.004
471,Glimmet,0.00194,124,0.008,113,0.009
472,Koffing,0.00192,61,0.004,45,0.004
473,Rowlet,0.00191,70,0.005,61,0.005
474,Cyndaquil,0.00191,65,0.004,57,0.005
475,Squirtle,0.00184,122,0.008,103,0.008
476,Graveler-Alola,0.00184,94,0.006,80,0.007
477,Psyduck,0.00181,51,0.003,40,0.003
478,Nosepass,0.00181,180,0.012,120,0.010
479,Wartortle,0.00180,207,0.013,176,0.014
480,Phione,0.00176,253,0.016,192,0.016
481,Tauros-Paldea-Combat,0.00172,156,0.010,125,0.010
482,Wooper-Paldea,0.00169,73,0.005,62,0.005
483,Ekans,0.00168,82,0.005,66,0.005
484,Floragato,0.00168,73,0.005,53,0.004
485,Joltik,0.00167,64,0.004,54,0.004
486,Wooper,0.00160,144,0.009,107,0.009
487,Calyrex,0.00156,90,0.006,74,0.006
488,Tarountula,0.00151,25,0.002,24,0.002
489,Gastly,0.00146,116,0.008,103,0.008
490,Larvitar,0.00146,74,0.005,65,0.005
491,Eelektrik,0.00141,39,0.003,33,0.003
492,Numel,0.00141,69,0.004,54,0.004
493,Plusle,0.00139,207,0.013,151,0.012
494,Scraggy,0.00138,63,0.004,45,0.004
495,Flaaffy,0.00136,72,0.005,54,0.004
496,Starly,0.00135,58,0.004,40,0.003
497,Larvesta,0.00134,40,0.003,32,0.003
498,Treecko,0.00134,53,0.003,43,0.004
499,Dartrix,0.00130,27,0.002,25,0.002
500,Croagunk,0.00130,31,0.002,28,0.002
501,Drifloon,0.00130,105,0.007,80,0.007
502,Grovyle,0.00128,51,0.003,44,0.004
503,Swadloon,0.00127,25,0.002,21,0.002
504,Pichu,0.00123,92,0.006,84,0.007
505,Zorua-Hisui,0.00122,92,0.006,58,0.005
506,Hakamo-o,0.00121,48,0.003,35,0.003
507,Jigglypuff,0.00121,75,0.005,64,0.005
508,Thwackey,0.00119,128,0.008,101,0.008
509,Cleffa,0.00118,42,0.003,22,0.002
510,Buizel,0.00117,250,0.016,110,0.009
511,Servine,0.00116,54,0.004,40,0.003
512,Kubfu,0.00114,22,0.001,9,0.001
513,Shellder,0.00112,38,0.002,26,0.002
514,Duosion,0.00110,32,0.002,22,0.002
515,Fletchinder,0.00107,61,0.004,49,0.004
516,Hatenna,0.00107,26,0.002,22,0.002
517,Wattrel,0.00106,48,0.003,23,0.002
518,Tentacool,0.00105,31,0.002,26,0.002
519,Litwick,0.00102,46,0.003,27,0.002
520,Vulpix-Alola,0.00101,26,0.002,23,0.002
