Rank,Pokemon,USG%,Raw,Raw%,Real,Real%
66,Lokix,2.23736,54796,2.125,45025,2.199
67,Tinkaton,2.23329,56479,2.191,48721,2.380
68,Iron Hands,2.09973,50299,1.951,39589,1.934
69,Rotom-Wash,2.06278,75404,2.925,64166,3.134
70,Greninja,1.98453,76491,2.967,60161,2.939
71,Skarmory,1.97893,49150,1.906,42540,2.078
72,Venusaur,1.91670,57124,2.216,44707,2.184
73,Skeledirge,1.89326,59746,2.317,46274,2.260
74,Cresselia,1.84558,37238,1.444,29321,1.432
75,Grimmsnarl,1.75560,56596,2.195,49143,2.400
76,Keldeo,1.63413,33350,1.294,27437,1.340
77,Goodra-Hisui,1.52084,43971,1.705,35984,1.758
78,Slither Wing,1.47275,34530,1.339,27712,1.354
79,Hydreigon,1.46061,38590,1.497,30637,1.496
80,Quaquaval,1.44229,50360,1.953,39583,1.933
81,Moltres-Galar,1.42839,35694,1.384,26572,1.298
82,Hawlucha,1.37873,34018,1.319,25220,1.232
83,Thundurus-Therian,1.27174,34296,1.330,27159,1.327
84,Latias,1.15258,26850,1.041,20245,0.989
85,Polteageist,1.14270,32557,1.263,24048,1.175
86,Manaphy,1.10260,24647,0.956,19216,0.939
87,Indeedee,1.06739,24491,0.950,20983,1.025
88,Mandibuzz,1.05131,25969,1.007,21035,1.027
89,Arcanine-Hisui,1.04726,33644,1.305,25895,1.265
90,Mimikyu,1.03116,40616,1.575,30541,1.492
91,Slowking,0.95896,24432,0.948,20521,1.002
92,Zoroark-Hisui,0.94457,37591,1.458,15636,0.764
93,Porygon2,0.92442,25162,0.976,20702,1.011
94,Talonflame,0.91361,29897,1.160,23310,1.139
95,Iron Boulder,0.90463,21529,0.835,15253,0.745
96,Kommo-o,0.89320,29352,1.138,21933,1.071
97,Overqwil,0.89315,21328,0.827,17131,0.837
98,Lilligant-Hisui,0.88796,28166,1.092,21336,1.042
99,Okidogi,0.87586,19625,0.761,16018,0.782
100,Maushold,0.86255,33094,1.284,24797,1.211
101,Armarouge,0.85936,25699,0.997,19397,0.947
102,Gengar,0.84849,41036,1.592,31083,1.518
103,Incineroar,0.79840,37455,1.453,30761,1.503
104,Azumarill,0.79136,32845,1.274,26199,1.280
105,Sandy Shocks,0.76920,21869,0.848,18419,0.900
106,Whimsicott,0.74606,23697,0.919,19047,0.930
107,Kingdra,0.73717,23685,0.919,18528,0.905
108,Metagross,0.71352,35337,1.371,28067,1.371
109,Tentacruel,0.68586,20930,0.812,16980,0.829
110,Iron Jugulis,0.67067,15978,0.620,12112,0.592
111,Amoonguss,0.64342,21174,0.821,16327,0.798
112,Chesnaught,0.63255,14830,0.575,12126,0.592
113,Comfey,0.62707,16746,0.650,12373,0.604
114,Umbreon,0.61999,26136,1.014,19645,0.960
115,Cloyster,0.61177,24087,0.934,18150,0.887
116,Magnezone,0.60861,20590,0.799,16310,0.797
117,Gardevoir,0.60469,24664,0.957,18676,0.912
118,Empoleon,0.60253,22092,0.857,18209,0.889
119,Conkeldurr,0.59212,20669,0.802,16244,0.793
120,Haxorus,0.59075,25343,0.983,18143,0.886
121,Gyarados,0.57892,29322,1.137,23410,1.143
122,Jirachi,0.57704,19395,0.752,15525,0.758
123,Mamoswine,0.56427,18705,0.725,15086,0.737
124,Salamence,0.55261,22320,0.866,16789,0.820
125,Fezandipiti,0.52925,13661,0.530,11276,0.551
126,Zapdos-Galar,0.52563,14889,0.577,12001,0.586
127,Ditto,0.52165,20667,0.802,14612,0.714
128,Toxicroak,0.51789,14089,0.546,11004,0.538
129,Charizard,0.50886,28193,1.093,21200,1.036
130,Jolteon,0.50750,19884,0.771,15651,0.764
131,Kleavor,0.50492,17779,0.690,15271,0.746
132,Mew,0.47958,17485,0.678,14161,0.692
133,Thundurus,0.47685,14806,0.574,12102,0.591
134,Zarude,0.47266,12420,0.482,9908,0.484
135,Gallade,0.45845,18676,0.724,13838,0.676
136,Porygon-Z,0.43460,18080,0.701,13683,0.668
137,Basculegion,0.43446,13532,0.525,10522,0.514
138,Espeon,0.43360,24340,0.944,18658,0.911
139,Milotic,0.42580,19827,0.769,15478,0.756
140,Pawmot,0.42318,13774,0.534,10025,0.490
141,Crawdaunt,0.42002,11895,0.461,9665,0.472
142,Swampert,0.40023,20639,0.801,17519,0.856
143,Breloom,0.40020,17880,0.693,13748,0.672
144,Galvantula,0.39312,22823,0.885,20053,0.980
145,Blastoise,0.39171,23554,0.914,18152,0.887
146,Salazzle,0.38699,14979,0.581,11470,0.560
147,Infernape,0.36701,19317,0.749,14796,0.723
148,Hippowdon,0.36209,12960,0.503,11416,0.558
149,Forretress,0.36135,18153,0.704,15866,0.775
150,Cetitan,0.34339,10152,0.394,7869,0.384
151,Muk-Alola,0.34293,11703,0.454,9519,0.465
152,Chandelure,0.33893,20231,0.785,14831,0.724
153,Frosmoth,0.33030,10697,0.415,7936,0.388
154,Reuniclus,0.32820,13168,0.511,9639,0.471
155,Krookodile,0.32753,17854,0.692,14042,0.686
156,Lucario,0.32512,21167,0.821,15542,0.759
157,Typhlosion-Hisui,0.32044,11307,0.439,8175,0.399
158,Slowbro,0.31954,11854,0.460,9455,0.462
159,Snorlax,0.31658,17629,0.684,13727,0.671
160,Rotom-Heat,0.31309,10659,0.413,8877,0.434
161,Bronzong,0.30421,9497,0.368,8081,0.395
162,Gastrodon,0.30369,14919,0.579,12181,0.595
163,Regidrago,0.29779,11461,0.445,8468,0.414
164,Chansey,0.29734,11918,0.462,8711,0.425
165,Pincurchin,0.29590,8688,0.337,8018,0.392
166,Diancie,0.29552,8966,0.348,7100,0.347
167,Toxtricity,0.29302,14401,0.559,10869,0.531
168,Klefki,0.29302,13000,0.504,11093,0.542
169,Necrozma,0.29216,7502,0.291,5901,0.288
170,Deoxys-Defense,0.29171,11230,0.436,8745,0.427
171,Mienshao,0.28636,11030,0.428,9095,0.444
172,Yanmega,0.28063,10672,0.414,8084,0.395
173,Torterra,0.28012,13081,0.507,9837,0.480
174,Glastrier,0.26864,6763,0.262,5121,0.250
175,Bisharp,0.26717,12615,0.489,9463,0.462
176,Sylveon,0.26540,13584,0.527,10071,0.492
177,Vaporeon,0.26347,10966,0.425,8531,0.417
178,Azelf,0.25648,7689,0.298,6720,0.328
179,Drifblim,0.24919,8380,0.325,6463,0.316
180,Scream Tail,0.24496,7920,0.307,6320,0.309
181,Kilowattrel,0.24435,13521,0.524,10526,0.514
182,Farigiraf,0.23623,5888,0.228,4351,0.213
183,Dudunsparce,0.23355,7209,0.280,6085,0.297
184,Sceptile,0.22710,17525,0.680,13494,0.659
185,Suicune,0.22623,7155,0.278,5460,0.267
186,Staraptor,0.22313,11645,0.452,9299,0.454
187,Politoed,0.22097,12794,0.496,11044,0.539
188,Sableye,0.22006,12415,0.482,9867,0.482
189,Enamorus-Therian,0.21986,5525,0.214,4295,0.210
190,Smeargle,0.21694,8002,0.310,6996,0.342
191,Vileplume,0.21480,8858,0.344,7154,0.349
192,Arcanine,0.20821,10547,0.409,8043,0.393
193,Basculegion-F,0.20688,6414,0.249,4955,0.242
194,Quagsire,0.20685,12007,0.466,9132,0.446
195,Entei,0.20525,5754,0.223,4543,0.222
196,Feraligatr,0.20257,10010,0.388,7590,0.371
197,Cyclizar,0.20151,8387,0.325,6127,0.299
198,Wo-Chien,0.19983,6978,0.271,5466,0.267
199,Grafaiai,0.19973,10444,0.405,8183,0.400
200,Lycanroc-Dusk,0.19868,10025,0.389,7742,0.378
201,Houndstone,0.19690,4436,0.172,3540,0.173
202,Scovillain,0.19589,5811,0.225,4296,0.210
203,Noivern,0.18637,12647,0.491,9727,0.475
204,Donphan,0.18561,10015,0.388,8070,0.394
205,Braviary-Hisui,0.18042,7325,0.284,5555,0.271
206,Leafeon,0.17911,6824,0.265,5271,0.257
207,Vikavolt,0.17062,7228,0.280,6034,0.295
208,Meloetta,0.16944,5075,0.197,3951,0.193
209,Inteleon,0.16814,9383,0.364,7289,0.356
210,Brambleghast,0.16335,5812,0.225,4543,0.222
211,Ludicolo,0.16160,7818,0.303,6151,0.300
212,Ambipom,0.16126,10652,0.413,8787,0.429
213,Bellibolt,0.15925,6496,0.252,5231,0.256
214,Poliwrath,0.15681,5418,0.210,4181,0.204
215,Hitmonlee,0.15667,7839,0.304,5520,0.270
216,Revavroom,0.15507,6983,0.271,5195,0.254
217,Iron Thorns,0.15439,4446,0.172,3335,0.163
218,Tsareena,0.15307,8076,0.313,6203,0.303
219,Decidueye-Hisui,0.15195,6514,0.253,5093,0.249
220,Cinccino,0.15180,8453,0.328,6396,0.312
221,Arboliva,0.14879,7172,0.278,5531,0.270
222,Raikou,0.14756,5549,0.215,4285,0.209
223,Typhlosion,0.14636,5888,0.228,4326,0.211
224,Goodra,0.14608,8126,0.315,6269,0.306
225,Slowbro-Galar,0.14509,6703,0.260,5023,0.245
226,Avalugg,0.14005,5328,0.207,4150,0.203
227,Floatzel,0.13646,5657,0.219,4397,0.215
228,Froslass,0.13565,6965,0.270,5709,0.279
229,Cryogonal,0.13462,5740,0.223,4412,0.216
230,Articuno-Galar,0.13131,4317,0.167,3034,0.148
231,Dragalge,0.13054,5468,0.212,4334,0.212
232,Iron Leaves,0.12634,4312,0.167,3091,0.151
233,Cobalion,0.12439,4030,0.156,3398,0.166
234,Leavanny,0.12331,4635,0.180,3862,0.189
235,Sandslash-Alola,0.12325,4483,0.174,3558,0.174
236,Rhyperior,0.11800,5296,0.205,4056,0.198
237,Abomasnow,0.11770,5307,0.206,4491,0.219
238,Electivire,0.11691,7188,0.279,5337,0.261
239,Eelektross,0.11531,8884,0.345,6983,0.341
240,Minior,0.11464,5326,0.207,3978,0.194
241,Heracross,0.11405,7892,0.306,5796,0.283
242,Munkidori,0.11340,4151,0.161,3251,0.159
243,Delphox,0.11332,6952,0.270,5268,0.257
244,Electrode-Hisui,0.11286,6365,0.247,5016,0.245
245,Orthworm,0.11223,5213,0.202,4249,0.208
246,Regice,0.11183,5164,0.200,3937,0.192
247,Hitmontop,0.11085,5778,0.224,4611,0.225
248,Dusclops,0.10797,6005,0.233,4768,0.233
249,Decidueye,0.10667,6396,0.248,4839,0.236
250,Lapras,0.10583,7068,0.274,5418,0.265
251,Indeedee-F,0.10561,4279,0.166,3573,0.175
252,Scyther,0.10212,5616,0.218,4282,0.209
253,Scrafty,0.10144,7664,0.297,5838,0.285
254,Pikachu,0.10051,8255,0.320,6112,0.299
255,Beartic,0.09891,4343,0.168,3228,0.158
256,Primeape,0.09884,4081,0.158,3200,0.156
257,Malamar,0.09744,7022,0.272,5052,0.247
258,Houndoom,0.09601,4060,0.157,3131,0.153
259,Golurk,0.09348,5189,0.201,4071,0.199
260,Flygon,0.09034,6183,0.240,4714,0.230
261,Oricorio-Pom-Pom,0.09018,3251,0.126,2558,0.125
262,Exeggutor-Alola,0.08962,3226,0.125,2441,0.119
263,Flamigo,0.08948,3532,0.137,2729,0.133
264,Florges,0.08873,4610,0.179,3433,0.168
265,Raichu-Alola,0.08836,4188,0.162,3144,0.154
266,Komala,0.08695,3462,0.134,2625,0.128
267,Drednaw,0.08296,3483,0.135,2489,0.122
268,Palossand,0.08055,2884,0.112,2341,0.114
269,Mudsdale,0.08016,5017,0.195,4126,0.202
270,Clawitzer,0.07833,3559,0.138,2785,0.136
271,Rabsca,0.07786,3606,0.140,2384,0.116
272,Shiftry,0.07486,3033,0.118,2470,0.121
273,Glaceon,0.07442,3937,0.153,2939,0.144
274,Tauros-Paldea-Blaze,0.07439,2817,0.109,2186,0.107
275,Avalugg-Hisui,0.07390,3549,0.138,2821,0.138
276,Registeel,0.07362,4079,0.158,3273,0.160
277,Tornadus,0.07320,2868,0.111,2322,0.113
278,Cramorant,0.07317,3296,0.128,2716,0.133
279,Emboar,0.07301,3315,0.129,2513,0.123
280,Toucannon,0.07298,3046,0.118,2527,0.123
281,Spidops,0.07241,4760,0.185,4142,0.202
282,Masquerain,0.06973,3629,0.141,3175,0.155
283,Exeggutor,0.06917,4331,0.168,3273,0.160
284,Tatsugiri,0.06802,2874,0.111,2137,0.104
285,Trevenant,0.06794,4903,0.190,3783,0.185
286,Spiritomb,0.06717,4258,0.165,3443,0.168
287,Lilligant,0.06660,2596,0.101,1933,0.094
288,Golduck,0.06590,2318,0.090,1882,0.092
289,Toedscruel,0.06420,2870,0.111,2278,0.111
290,Mismagius,0.06391,4121,0.160,3123,0.153
291,Brute Bonnet,0.06356,2069,0.080,1629,0.080
292,Uxie,0.06288,3656,0.142,3140,0.153
293,Duraludon,0.06270,3685,0.143,3044,0.149
294,Probopass,0.06262,1994,0.077,1604,0.078
295,Coalossal,0.06252,2629,0.102,2108,0.103
296,Zoroark,0.06198,4661,0.181,2025,0.099
297,Falinks,0.06148,2450,0.095,1745,0.085
298,Alcremie,0.06047,2809,0.109,2010,0.098
299,Veluza,0.05912,2890,0.112,2224,0.109
300,Luxray,0.05911,5037,0.195,3693,0.180
301,Rampardos,0.05905,4210,0.163,3056,0.149
302,Slaking,0.05812,3487,0.135,2732,0.133
303,Honchkrow,0.05804,3059,0.119,2267,0.111
304,Altaria,0.05788,4283,0.166,3202,0.156
305,Bruxish,0.05590,1956,0.076,1491,0.073
306,Articuno,0.05547,2841,0.110,2146,0.105
307,Haunter,0.05145,1762,0.068,1455,0.071
308,Dusknoir,0.05052,3461,0.134,2699,0.132
309,Hariyama,0.05048,3426,0.133,2717,0.133
310,Mabosstiff,0.05034,1732,0.067,1327,0.065
311,Morpeko,0.04978,2518,0.098,1855,0.091
312,Sudowoodo,0.04826,2444,0.095,1987,0.097
313,Raichu,0.04813,4575,0.177,3352,0.164
314,Ampharos,0.04806,3110,0.121,2413,0.118
315,Golem,0.04710,2472,0.096,2170,0.106
316,Sandaconda,0.04670,2787,0.108,2220,0.108
317,Golem-Alola,0.04573,2592,0.101,2021,0.099
318,Rotom-Frost,0.04535,1765,0.068,1480,0.072
319,Venomoth,0.04451,2372,0.092,1716,0.084
320,Virizion,0.04315,1657,0.064,1216,0.059
321,Eiscue,0.04258,2644,0.103,1974,0.096
322,Gothitelle,0.04237,1524,0.059,1081,0.053
323,Medicham,0.04193,2295,0.089,1752,0.086
324,Rhydon,0.04158,3093,0.120,2354,0.115
325,Regigigas,0.04031,2843,0.110,2255,0.110
326,Meowstic,0.03995,2469,0.096,1949,0.095
327,Zangoose,0.03985,2850,0.111,2069,0.101
328,Terrakion,0.03954,1629,0.063,1172,0.057
329,Magneton,0.03930,2186,0.085,1755,0.086
330,Lycanroc,0.03854,2317,0.090,1834,0.090
331,Lurantis,0.03789,3602,0.140,2659,0.130
332,Mesprit,0.03775,3174,0.123,2761,0.135
333,Cacturne,0.03729,2089,0.081,1624,0.079
334,Carbink,0.03710,2136,0.083,1696,0.083
335,Regirock,0.03682,2598,0.101,2061,0.101
336,Passimian,0.03538,2274,0.088,1550,0.076
337,Oricorio-Sensu,0.03454,2097,0.081,1515,0.074
338,Rotom-Mow,0.03439,2137,0.083,1661,0.081
339,Flareon,0.03157,2699,0.105,1990,0.097
340,Victreebel,0.03095,2638,0.102,2069,0.101
341,Tauros-Paldea-Aqua,0.03077,1713,0.066,1282,0.063
342,Lanturn,0.03037,1855,0.072,1478,0.072
343,Bastiodon,0.02994,3250,0.126,2333,0.114
344,Dugtrio,0.02983,1458,0.057,1174,0.057
345,Appletun,0.02973,2253,0.087,1635,0.080
346,Braviary,0.02972,2156,0.084,1610,0.079
347,Magcargo,0.02962,1631,0.063,1247,0.061
348,Sandslash,0.02876,2060,0.080,1693,0.083
349,Hitmonchan,0.02822,2840,0.110,2175,0.106
350,Weezing,0.02756,2822,0.109,2275,0.111
351,Dachsbun,0.02748,2804,0.109,1986,0.097
352,Crabominable,0.02684,1504,0.058,1143,0.056
353,Tropius,0.02605,2205,0.086,1728,0.084
354,Muk,0.02590,1632,0.063,1300,0.063
355,Meganium,0.02522,2598,0.101,1943,0.095
356,Hoopa,0.02501,1358,0.053,1035,0.051
357,Ursaring,0.02482,1520,0.059,1194,0.058
358,Persian-Alola,0.02433,1647,0.064,1387,0.068
359,Rotom,0.02372,1488,0.058,1229,0.060
360,Swalot,0.02349,1276,0.049,1009,0.049
361,Zebstrika,0.02317,1360,0.053,937,0.046
362,Dunsparce,0.02290,1142,0.044,906,0.044
363,Samurott,0.02225,1277,0.050,1007,0.049
364,Tauros,0.02193,2156,0.084,1833,0.090
365,Magmortar,0.02185,1986,0.077,1475,0.072
366,Copperajah,0.02132,1444,0.056,1129,0.055
367,Volbeat,0.02104,1200,0.047,984,0.048
368,Arbok,0.02102,2050,0.080,1572,0.077
369,Persian,0.02044,1782,0.069,1553,0.076
370,Furret,0.02044,1571,0.061,1145,0.056
371,Dodrio,0.02015,1807,0.070,1346,0.066
372,Shaymin,0.01968,1190,0.046,898,0.044
373,Dugtrio-Alola,0.01952,1125,0.044,877,0.043
374,Jumpluff,0.01916,1301,0.050,962,0.047
375,Gogoat,0.01867,1474,0.057,1055,0.052
376,Lycanroc-Midnight,0.01857,1905,0.074,1399,0.068
377,Raboot,0.01795,433,0.017,354,0.017
378,Whiscash,0.01773,929,0.036,746,0.036
379,Ariados,0.01741,1934,0.075,1677,0.082
380,Flapple,0.01724,1208,0.047,818,0.040
381,Klawf,0.01712,1133,0.044,886,0.043
382,Skuntank,0.01653,981,0.038,780,0.038
383,Granbull,0.01650,1919,0.074,1379,0.067
384,Perrserker,0.01640,1163,0.045,839,0.041
385,Murkrow,0.01622,1524,0.059,1120,0.055
386,Bombirdier,0.01621,1522,0.059,1180,0.058
387,Pyroar,0.01506,1226,0.048,907,0.044
388,Bellossom,0.01500,1553,0.060,1023,0.050
389,Noctowl,0.01478,1114,0.043,838,0.041
390,Sawsbuck,0.01450,1685,0.065,1185,0.058
391,Vivillon,0.01448,1346,0.052,930,0.045
392,Oricorio,0.01432,1005,0.039,753,0.037
393,Wigglytuff,0.01430,1811,0.070,1350,0.066
394,Electrode,0.01421,1546,0.060,1197,0.058
395,Basculin,0.01377,1544,0.060,1031,0.050
396,Illumise,0.01307,847,0.033,685,0.033
397,Dipplin,0.01292,614,0.024,443,0.022
398,Psyduck,0.01267,354,0.014,287,0.014
399,Qwilfish,0.01266,763,0.030,631,0.031
400,Sunflora,0.01248,721,0.028,554,0.027
401,Wyrdeer,0.01217,682,0.026,540,0.026
402,Pachirisu,0.01203,851,0.033,675,0.033
403,Piloswine,0.01181,677,0.026,577,0.028
404,Chimecho,0.01166,1093,0.042,743,0.036
405,Qwilfish-Hisui,0.01143,551,0.021,451,0.022
406,Charjabug,0.01083,710,0.028,668,0.033
407,Cottonee,0.01039,686,0.027,505,0.025
408,Banette,0.01024,985,0.038,705,0.034
409,Camerupt,0.01023,1158,0.045,922,0.045
410,Squawkabilly,0.00981,948,0.037,726,0.035
411,Seviper,0.00976,1209,0.047,859,0.042
412,Greedent,0.00933,844,0.033,635,0.031
413,Dedenne,0.00890,1483,0.058,1068,0.052
414,Gumshoos,0.00889,959,0.037,729,0.036
415,Delibird,0.00887,640,0.025,482,0.024
416,Vespiquen,0.00854,1045,0.041,777,0.038
417,Gligar,0.00803,764,0.030,673,0.033
418,Riolu,0.00776,619,0.024,369,0.018
419,Sneasel-Hisui,0.00716,456,0.018,346,0.017
420,Swanna,0.00697,699,0.027,553,0.027
421,Litwick,0.00692,201,0.008,180,0.009
422,Lumineon,0.00656,283,0.011,227,0.011
423,Gloom,0.00640,230,0.009,194,0.009
424,Wugtrio,0.00629,763,0.030,631,0.031
425,Misdreavus,0.00629,676,0.026,543,0.027
426,Oranguru,0.00606,643,0.025,483,0.024
427,Kricketune,0.00602,522,0.020,430,0.021
428,Crocalor,0.00597,223,0.009,181,0.009
429,Magmar,0.00589,604,0.023,458,0.022
430,Electabuzz,0.00589,646,0.025,512,0.025
431,Dewgong,0.00563,858,0.033,648,0.032
432,Sneasel,0.00562,407,0.016,298,0.015
433,Mightyena,0.00555,848,0.033,704,0.034
434,Hattrem,0.00542,308,0.012,230,0.011
435,Grumpig,0.00519,485,0.019,404,0.020
436,Swinub,0.00503,153,0.006,101,0.005
437,Hypno,0.00494,638,0.025,488,0.024
438,Vigoroth,0.00469,211,0.008,147,0.007
439,Venonat,0.00462,143,0.006,120,0.006
440,Clefairy,0.00457,380,0.015,274,0.013
441,Plusle,0.00416,361,0.014,263,0.013
442,Nosepass,0.00414,470,0.018,318,0.016
443,Luvdisc,0.00413,470,0.018,336,0.016
444,Girafarig,0.00407,268,0.010,178,0.009
445,Rotom-Fan,0.00400,391,0.015,299,0.015
446,Rowlet,0.00400,161,0.006,124,0.006
447,Sandshrew-Alola,0.00392,127,0.005,86,0.004
448,Starly,0.00386,276,0.011,199,0.010
449,Oinkologne,0.00381,440,0.017,349,0.017
450,Magikarp,0.00374,245,0.010,163,0.008
451,Dragonair,0.00351,506,0.020,388,0.019
452,Gurdurr,0.00344,352,0.014,275,0.013
453,Glalie,0.00341,550,0.021,413,0.020
454,Pineco,0.00306,362,0.014,275,0.013
455,Eevee,0.00290,415,0.016,306,0.015
456,Cosmoem,0.00289,152,0.006,106,0.005
457,Surskit,0.00288,103,0.004,91,0.004
458,Wooper,0.00288,212,0.008,187,0.009
459,Thwackey,0.00286,202,0.008,157,0.008
460,Numel,0.00282,109,0.004,91,0.004
461,Shroodle,0.00276,108,0.004,75,0.004
462,Kubfu,0.00271,58,0.002,50,0.002
463,Munchlax,0.00264,184,0.007,150,0.007
464,Bulbasaur,0.00256,226,0.009,169,0.008
465,Bonsly,0.00251,113,0.004,92,0.004
466,Bayleef,0.00244,173,0.007,134,0.007
467,Stantler,0.00232,198,0.008,142,0.007
468,Cyndaquil,0.00215,83,0.003,72,0.004
469,Tauros-Paldea-Combat,0.00213,342,0.013,285,0.014
470,Jigglypuff,0.00212,206,0.008,161,0.008
471,Phione,0.00211,187,0.007,154,0.008
472,Swadloon,0.00210,99,0.004,93,0.005
473,Oinkologne-F,0.00206,177,0.007,132,0.006
474,Wartortle,0.00195,217,0.008,176,0.009
475,Minun,0.00194,187,0.007,138,0.007
476,Naclstack,0.00192,98,0.004,79,0.004
477,Stonjourner,0.00190,161,0.006,104,0.005
478,Cutiefly,0.00187,120,0.005,110,0.005
479,Sinistea,0.00185,58,0.002,37,0.002
480,Shelgon,0.00183,147,0.006,111,0.005
481,Servine,0.00181,117,0.005,103,0.005
482,Combusken,0.00180,218,0.008,158,0.008
483,Pichu,0.00180,132,0.005,97,0.005
484,Braixen,0.00175,179,0.007,132,0.006
485,Drilbur,0.00175,55,0.002,38,0.002
486,Geodude,0.00168,140,0.005,125,0.006
487,Ivysaur,0.00164,108,0.004,81,0.004
488,Oshawott,0.00153,102,0.004,78,0.004
489,Gastly,0.00151,231,0.009,198,0.010
490,Vulpix,0.00146,142,0.006,119,0.006
491,Joltik,0.00146,172,0.007,150,0.007
492,Duosion,0.00139,145,0.006,115,0.006
493,Porygon,0.00137,88,0.003,68,0.003
494,Arctibax,0.00136,111,0.004,88,0.004
495,Voltorb,0.00134,73,0.003,67,0.003
496,Squirtle,0.00133,126,0.005,98,0.005
497,Flittle,0.00126,89,0.003,71,0.003
498,Trapinch,0.00125,177,0.007,147,0.007
499,Mareanie,0.00125,140,0.005,111,0.005
500,Grotle,0.00124,67,0.003,44,0.002
501,Buizel,0.00124,173,0.007,137,0.007
502,Glimmet,0.00122,123,0.005,107,0.005
503,Torracat,0.00121,127,0.005,97,0.005
504,Croconaw,0.00116,236,0.009,157,0.008
505,Diglett,0.00115,93,0.004,79,0.004
506,Trumbeak,0.00115,52,0.002,41,0.002
507,Dewott,0.00112,408,0.016,357,0.017
508,Drifloon,0.00111,301,0.012,226,0.011
509,Calyrex,0.00111,118,0.005,89,0.004
510,Zorua-Hisui,0.00110,108,0.004,55,0.003
511,Frogadier,0.00109,69,0.003,63,0.003
512,Eelektrik,0.00108,64,0.002,49,0.002
513,Gabite,0.00107,101,0.004,85,0.004
514,Mudkip,0.00107,165,0.006,133,0.006
515,Lechonk,0.00106,56,0.002,39,0.002
516,Doduo,0.00105,155,0.006,102,0.005
517,Solosis,0.00105,71,0.003,57,0.003
